stringKey,stringContent
GOODSREMOVEFUNCTION_TELESCOPE_2,Tidak selesa dipakai?
GOODSUSEFUNCTION_PUTONEQUIP_WIG_1,Dalam semangat yang baik.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_2,Qi Yu Xuanang.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_3,Yushu Linfeng.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_4,Pegang dada anda tinggi.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_5,Khusus.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_6,"Lelaki dengan rambut, kuda dengan pelana. "
GOODSUSEFUNCTION_PUTONEQUIP_WIG_7,Mungkin ada rangsangan intelektual.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_8,Perisikan +1.
GOODSADDFUNCTION_WIG_1,Perkara yang baik.
GOODSADDFUNCTION_WIG_2,Akhirnya menemuinya.
GOODSADDFUNCTION_WIG_3,Boleh tahan.
GOODSADDFUNCTION_WIG_OTHER_1,Wig?
GOODSADDFUNCTION_WIG_OTHER_2,Wigs hendaklah dipakai untuk {JOB_LOBBYIST}.
GOODSADDFUNCTION_WIG_OTHER_3,{JOB_LOBBYIST} wigs?
GOODSREMOVEFUNCTION_WIG_1,Perisikan -1.
GOODSREMOVEFUNCTION_WIG_2,Kepala sejuk.
GOODSREMOVEFUNCTION_WIG_3,Rasanya tidak profesional.
GOODSREMOVEFUNCTION_WIG_4,Penurunan kecerdasan dirasai.
GOODSREMOVEFUNCTION_WIG_5,Wig terbakar adalah sama seperti rambut terbakar.
GOODSREMOVEFUNCTION_WIG_6,Sayang sekali untuk membuang ahli sihir.
GOODSREMOVEFUNCTION_WIG_7,Dia profesional tanpa ahli sihir.
GOODSREMOVEFUNCTION_WIG_8,Profesionalisme tidak boleh bergantung kepada ahli sihir.
GOODSADDFUNCTION_FOOT_1,Sekarang saya tahu bagaimana untuk pergi.
GOODSADDFUNCTION_FOOT_2,Adakah kasut ini begitu maju? Boleh menavigasi?
GOODSADDFUNCTION_FOOT_3,Adakah kasut ini memerlukan kuasa untuk navigasi?
GOODSADDFUNCTION_FOOT_4,Adakah kasut membaling navigasi?
GOODSADDFUNCTION_FOOT_5,"Bagaimana hendak pergi, anda akan tahu dengan kasut anda. "
GOODSREMOVEFUNCTION_FOOT_1,Berkaki ayam.
GOODSREMOVEFUNCTION_FOOT_2,Tidak boleh menavigasi lagi.
GOODSREMOVEFUNCTION_FOOT_3,"Kasut yang dibuang, hilang begitu sahaja; Kehilangan navigasi, langkah demi langkah sendiri. "
GOODS_IN_USE,Digunakan.
GOODS_UNUSED,Tidak digunakan.
GOODS_TELESCOPE_VISUALFIELDDISTANCE,Bidang pandangan: %s.
GOODS_TELESCOPE_VISUALFIELDSHARPTYPE,Medan pandangan bentuk: %s.
GOODS_TELESCOPE_VISUALFIELDSHARPTYPE_RHOMBUS,Lozenge
GOODS_TELESCOPE_VISUALFIELDSHARPTYPE_EGG,Berbentuk telur
CANNOT_WEAR_IT_LOBBYIST_WIG_1,"Tidak boleh dipakai, {JOB_LOBBYIST} wig eksklusif. "
CANNOT_WEAR_IT_LOBBYIST_WIG_2,Ini adalah wig untuk {JOB_LOBBYIST}.
BAG_IS_FULL,Beg galas penuh dan tiada lagi item yang boleh dibawa.
BAG_ADD,Dapatkan: %s.
BAG_REMOVE,Buang: %s.
BAG_USE,Gunakan: %s.
TOP_BUTTON,Butang Atas
BOTTOM_BUTTON,butang bawah
CLEAR_BUTTON,Butang Kosongkan
AVATAR_DESCRIPTION_1,"Saya ular, ular kuat. Saya anak sulung daripada tiga beradik itu. "
AVATAR_DESCRIPTION_2,"Saya kawan kecil {NAME_AVATAR_3}. Saya akan berlari seperti awan di langit, disertai dengan angin dan hujan. \nThe rumah sangat hangat, saya juga suka bersiar-siar, mari kita pergi mengembara bersama! "
AVATAR_DESCRIPTION_3,"Gred kelima sekolah rendah adalah peringkat pembelajaran penting dalam kehidupan untuk pelajar, dan sebagai tambahan kepada empat operasi dalam matematik, saya telah mula mempelajari kesusasteraan klasik, muzik dan lukisan. "
AVATAR_DESCRIPTION_4,"Sebagai peguam, di mahkamah, saya sangat baik. Sebenarnya, saya seorang pemain bola sepak sebelum ini. Siapa yang melihat ahli sihir saya? "
AVATAR_DESCRIPTION_8,Saya seorang ahli perniagaan dan perdagangan yang adil adalah kredo saya.
AVATAR_DESCRIPTION_6,"Saya ular, ular yang kuat, ular dalam perisai. Saya kedua dalam kalangan tiga beradik itu. "
AVATAR_DESCRIPTION_7,"Saya ular, ular kuat, ular dengan perisai dan lengan mekanikal. Saya ketiga dalam kalangan tiga adik-beradik. "
AVATAR_DESCRIPTION_5,Kelajuan adalah nombor satu. Perantis saya kuat. \nI sentiasa mencari tempat yang jauh.
AVATAR_DESCRIPTION_9,"Sekiranya anda perlu, bercakap dengan saya. \nMy anjing sering berlari-lari, adakah anda melihatnya? "
AVATAR_DESCRIPTION_10,"Kita bukan perosak, kita terapung. "
AVATAR_DESCRIPTION_11,"Kita bukan perosak, kita masih hidup. "
AVATAR_DESCRIPTION_12,"Kita bukan perosak, sesuai untuk kita. "
AVATAR_DESCRIPTION_13,"Kita bukan perosak, kita sangat menyayangi kita. "
AVATAR_DESCRIPTION_14,Kami bukan perosak dan kot perlindungan dari angin hangat.
AVATAR_DESCRIPTION_15,"Kita bukan perosak, malapetaka adalah pengalaman. "
AVATAR_DESCRIPTION_16,"Kita bukan perosak, tidak melihat masa depan, secara semula jadi kasual. "
AVATAR_DESCRIPTION_17,"Kita bukan perosak, kasihan, sikap. "
AVATAR_DESCRIPTION_18,"Dilahirkan dalam keluarga diraja, dia tidak pernah keluar dalam pengembaraan. Saya mahu menjadi seperti bintang-bintang di langit, alam semesta adalah luas dan luas. Kami tidak sabar-sabar untuk bersama antara satu sama lain dalam perjalanan yang panjang."
AVATAR_DESCRIPTION_19,"Puteri bukan profesion satu orang, dan puteri juga mempunyai ramai kawan baik. "
AVATAR_DESCRIPTION_20,Operasi ini mesti dijalankan secara rahsia dan tidak boleh didedahkan.
AVATAR_DESCRIPTION_21,"Kita bukan perosak, kita satu dalam sejuta. "
AVATAR_DESCRIPTION_22,"Kita bukan perosak, kita masih muda dan menjanjikan. "
AVATAR_DESCRIPTION_23,"Kami bukan perosak, pembaikan, adalah sejenis kehidupan. "
AVATAR_DESCRIPTION_24,"Kita bukan perosak, kita adalah kehidupan dan sikap. "
AVATAR_DESCRIPTION_25,Saya Raja {NAME_1} dan selamat datang ke {NAME_1}.
AVATAR_DESCRIPTION_26,"Saya Ratu {NAME_1}, dan {NAME_1} mengalu-alukan anda. "
AVATAR_DESCRIPTION_27,Saya puteri sulung dan takhta adalah milik saya.
AVATAR_DESCRIPTION_28,"Anda mesti lapar, mahu sesuatu untuk dimakan? Beritahu saya. "
AVATAR_DESCRIPTION_29,"Perkhidmatan adalah tujuan saya. Topi saya cantik, saya tidak memerlukan ahli sihir itu. "
ADDAVATARFROMSCENE_ADD_TEAM_MEMBERS,Tambah ahli baru ke pasukan: %s.
ADDSAVEGAMEDATA_ARCHIVE_AVATARLIST_YOU_CANNOT_ADD_TEAM_MEMBERS_REPEATEDLY,Tidak boleh menambah ahli pasukan berulang kali: %s.
ADDSAVEGAMEDATA_ARCHIVE_AVATARLIST_THE_TEAM_HAS_A_MAXIMUM_OF_AVATAR,Pasukan ini mempunyai maksimum %s orang.
TIPS_STRING_AND_FLAG,，
NO_JOURNALRECORDBOOK_CAN_NOT_VIEW,"Tanpa {NAME_AVATAR_31}, rekod tidak boleh dilihat. "
NO_JOURNALRECORDBOOK,Tiada {NAME_AVATAR_31}.
NO_BAG_NO_MORE_ITEMS,"Tanpa {NAME_AVATAR_30}, anda tidak boleh membawa lebih banyak. "
NO_BAG,Tiada {NAME_AVATAR_30}.
SCENE_CONTENT_1_HOME,Rumah {NAME_AVATAR_1} mempunyai kuasa yang kuat.
SCENE_CONTENT_3_HOME,"{NAME_AVATAR_3}'s home mempunyai jadual, dan terdapat {NAME_AVATAR_31} di atas meja. "
SCENE_CONTENT_4_HOME,{NAME_AVATAR_4} mempunyai {NAME_AVATAR_30} di atas katil di rumah.
SCENE_CONTENT_3_HOME_COURTYARD,{NAME_AVATAR_3} mempunyai {NAME_AVATAR_2} di halaman rumah.
SCENE_CONTENT_CHORD_SQUARE,"Kawan sering berkumpul di sini. Saya tidak tahu bila beberapa pokok layu, dan terdapat banyak kesan roda yang berlari ke atas tanah. "
SCENE_CONTENT_STAVE_AVENUE,Jalan ke hadapan yang tidak diketahui. Dikatakan bahawa terdapat beberapa laluan di sini.
SCENE_CONTENT_HALL_OF_MELODY,Ini adalah istana {NAME_1} dengan banyak bilik.
SCENE_CONTENT_CLINKER_VALLEY,"Tanah Buangan, di mana anda boleh mencari orang yang anda cari. "
SCENE_CONTENT_CRACKING_VOICE_RIDGE,Gunung tandus dan hutan tebal.
SCENE_CONTENT_PLAY_CHESS,"Di mana untuk bersaing, nasib baik bersama anda. "
WRANGLEDIALOG_1_CONTENT,Mengambil?
WRANGLEDIALOG_1_BUTTON_1,Mengambil.
WRANGLEDIALOG_1_BUTTON_2,Jangan ambil.
WRANGLEDIALOG_2_CONTENT,Mengambil?
WRANGLEDIALOG_2_BUTTON_1,Mengambil.
WRANGLEDIALOG_2_BUTTON_2,Jangan ambil.
WRANGLEDIALOG_3_CONTENT,Buka pintu?
WRANGLEDIALOG_3_BUTTON_1,Buka.
WRANGLEDIALOG_3_BUTTON_2,Tidak dibuka.
WRANGLEDIALOG_3_FUNCTION_1,Pintu dibuka.
WRANGLEDIALOG_4_CONTENT,"Bawa {NAME_AVATAR_30} sebelum anda keluar, apa yang anda perlukan. "
WRANGLEDIALOG_5_CONTENT,{NAME_AVATAR_31} boleh merakam banyak perkara dan menyaksikan perjalanan pengembaraan.
WRANGLEDIALOG_6_CONTENT,"Dunia di luar pintu berbahaya, tetapi juga penuh dengan kebaharuan dan keseronokan. "
WRANGLEDIALOG_6_BUTTON_1,Saya mahu keluar dan melihat.
WRANGLEDIALOG_7_CONTENT,"Sebelum saya keluar, saya ingin memberitahu anda. "
WRANGLEDIALOG_7_BUTTON_1,Saya mendengar.
WRANGLEDIALOG_8_CONTENT,Cabaran ada di mana-mana.
WRANGLEDIALOG_8_BUTTON_1,Saya sudah bersedia.
WRANGLEDIALOG_9_CONTENT,Saya rasa saya boleh menjadi lebih kuat.
WRANGLEDIALOG_9_BUTTON_1,Anda sudah kuat.
WRANGLEDIALOG_9_BUTTON_2,Boleh menjadi lebih kuat?
WRANGLEDIALOG_10_CONTENT,Saya selalu merasakan bahawa kekuatan yang kuat sedang menunggu saya.
WRANGLEDIALOG_10_BUTTON_1,Katakan dan dengar.
WRANGLEDIALOG_10_BUTTON_2,Kuasa yang hebat untuk dinanti-nantikan.
WRANGLEDIALOG_11_CONTENT,Kuasa ini telah membuatkan saya berasa seperti sudah lama wujud.
WRANGLEDIALOG_11_BUTTON_1,Adakah ia lama dahulu?
WRANGLEDIALOG_11_BUTTON_2,Anda akan menemuinya.
WRANGLEDIALOG_12_CONTENT,Adakah kita akan melakukan pengembaraan bersama?
WRANGLEDIALOG_12_BUTTON_1,Sertai pasukan kami!
WRANGLEDIALOG_12_BUTTON_2,Dan sebagainya.
GOODS_DESCRIPTION_13,"Dear {NAME_AVATAR_3}:\nMy birthday akan datang, parti hari jadi saya menjemput anda untuk itu, datang dan cari saya di {SCENE_NAME_HALL_OF_MELODY} utara {SCENE_NAME_STAVE_AVENUE}. Saya telah lama pergi, saya sangat merindui anda dan tidak sabar untuk berkumpul dengan anda. \n{NAME_AVATAR_19}, rakan sekelas anda {NAME_AVATAR_19}."
WRANGLEDIALOG_13_CONTENT,"{PLAY_CHESS_NAME} Kejayaan membuka pintu. Tetapi ini hanya tutorial, kegagalan {PLAY_CHESS_NAME} masih boleh datang dan membuka pintu lagi."
WRANGLEDIALOG_13_1_CONTENT,"Perkara-perkara yang telah dibincangkan boleh secara langsung {PLAY_CHESS_NAME} dan cuba menjadi lebih tinggi. \n{PLAY_CHESS_NAME} adalah pasukan, dan kadang-kadang ahli pasukan yang berada di hadapan garisan akan mempunyai hasil yang berbeza."
WRANGLEDIALOG_13_BUTTON_1,Mari pergi.
WRANGLEDIALOG_14_CONTENT,Saya sentiasa mahu mencari mereka.
WRANGLEDIALOG_15_CONTENT,Seolah-olah ia tidak jauh.
WRANGLEDIALOG_16_CONTENT,Adakah saya akan menemui mereka?
WRANGLEDIALOG_17_CONTENT,"Walau bagaimanapun, kita masih memerlukan {PLAY_CHESS_NAME}, dan saya suka sahabat yang kuat."
WRANGLEDIALOG_18_CONTENT,Tunggu?
WRANGLEDIALOG_18_BUTTON_1,Apa yang berlaku jika anda gagal?
WRANGLEDIALOG_19_CONTENT,"Yakinlah, kegagalan akan kembali."
WRANGLEDIALOG_19_BUTTON_1,"Nah, mari kita mulakan."
WRANGLEDIALOG_20_CONTENT,Adakah anda datang bermain dengan saya?
WRANGLEDIALOG_20_BUTTON_1,Oh ya.
