stringKey,stringContent
OPTIONPANEL_COMMONLABEL31TITLE,Giao diện tùy chọn
OPTIONPANEL_COMMONBUTTONLANGUAGE,Chọn ngôn ngữ
OPTIONPANEL_COMMONLABELVIDEORESOLUTIONRATIO,Độ phân giải ảnh:
OPTIONPANEL_COMMONLABELFULLSCREEN,Toàn màn hình:
OPTIONPANEL_COMMONLABELWINDOWSTRETCH,Kéo dài hình ảnh:
OPTIONPANEL_COMMONLABELMUSIC,Âm nhạc:
OPTIONPANEL_COMMONLABELSOUNDEFFECT,Hiệu ứng âm thanh:
OPTIONPANEL_COMMONLABELVIDEORESOLUTIONRATIO_2,1280x720
OPTIONPANEL_COMMONLABELVIDEORESOLUTIONRATIO_3,1920x1080
OPTIONPANEL_COMMONLABELVIDEORESOLUTIONRATIO_SCREEN_RESOLUTION,Độ phân giải màn hình
OPTIONPANEL_COMMONLABELLANGUAGE,Ngôn ngữ:
OPTIONPANEL_COMMONBUTTONDEFAULT,Mặc định
OPTIONPANEL_COMMONBUTTONRETURNTOHUBSCENE,Trở về sảnh
OPTIONPANEL_COMMONBUTTONEXITGAME,Thoát khỏi trò chơi
OPTIONPANEL_COMMONBUTTONRETURNTOGAME,Trở lại trò chơi
OPTIONPANEL_GENERAL,General
OPTIONPANEL_KEYBOARD,Bàn phím
OPTIONPANEL_KEYBOARD_MOVE,Di chuyển:
OPTIONPANEL_KEYBOARD_MOVE_CONTENT,ADSW (hoặc ←→↓↑)
OPTIONPANEL_KEYBOARD_INTERACTION_TALK,{DOWNPANEL_CONTROLINTERACTION_COMMONTEXTUREBUTTONINTERACTION1}/{DOWNPANEL_CONTROLINTERACTION_COMMONTEXTUREBUTTONINTERACTION1_TALK}:
OPTIONPANEL_KEYBOARD_INTERACTION_TALK_CONTENT,E
OPTIONPANEL_KEYBOARD_PLAY_CHESS,Trò cá cược:
OPTIONPANEL_KEYBOARD_PLAY_CHESS_CONTENT,P (click chuột bên trái để tiếp tục bất cứ nơi nào)
OPTIONPANEL_KEYBOARD_SELECT_CHARACTER,Chọn vai:
OPTIONPANEL_KEYBOARD_SELECT_CHARACTER_CONTENT,"1,2,3,4,5,6,7,8,9,0 "
OPTIONPANEL_KEYBOARD_BAG,Ba lô:
OPTIONPANEL_KEYBOARD_BAG_CONTENT,B
OPTIONPANEL_KEYBOARD_JOURNAL_RECORD,Ghi chú:
OPTIONPANEL_KEYBOARD_JOURNAL_RECORD_CONTENT,"J (lật trang: PageUp, PageDown) "
OPTIONPANEL_KEYBOARD_OPTIONS_SCREEN,Giao diện tùy chọn:
OPTIONPANEL_KEYBOARD_OPTIONS_SCREEN_CONTENT,O
OPTIONPANEL_ABOUT,về
OPTIONPANEL_ABOUT_NAME_OF_THE_GAME,Tên trò chơi: {NAME_GAME_NAME}.
OPTIONPANEL_ABOUT_VERSION,Phiên bản: %s.
OPTIONPANEL_ABOUT_COPYRIGHT_AND_DEVELOPMENT,Mô tả: %s.
OPTIONPANEL_ABOUT_CONTACT,Liên lạc: %s.
OPTIONPANEL_ABOUT_CONTACT_COPY,SAO chép
OPTIONPANEL_ABOUT_THANKS,"Cảm ơn: cảm ơn gia đình tôi, không có sự hỗ trợ của họ, không có trò chơi này. "
LANGUAGEPANEL_COMMONLABEL31TITLE,Chọn ngôn ngữ
TIME_YEAR,năm
TIME_MONTH,tháng
TIME_DAY,Vào ngày
TIME_HOUR,khi
TIME_MINUTE,phút
TIME_SECOND,giây
BOOTSCENE_STARTING_STRING1,Bắt đầu
BOOTSCENE_STARTING_STRING2,Đang khởi động.
BOOTSCENE_STARTING_STRING3,Khởi động …
BOOTSCENE_STARTING_STRING4,Đang khởi động …
DAYNIGHTPANEL_COMMONLABELDAYSNUMBER,Ngày %s.
DAYNIGHTPANEL_FIRSTSTARTNIGHT,Trời sắp tối rồi.
CURRENTSCENESHOWNAME_ENTER,Vào %s.
JOURNALRECORDPANEL_COMMONLABEL31TITLE,{NAME_AVATAR_31}
JOURNALRECORDPANEL_CONTROLPAGING_TITLEBUTTON20AVATAR,Vai trò
JOURNALRECORDPANEL_CONTROLPAGING_TITLEBUTTON20BAG,Đồ vật
JOURNALRECORDPANEL_CONTROLPAGING_TITLEBUTTON20SCENE,nơi
JOURNALRECORDPANEL_CONTROLPAGING_TITLEBUTTON20TASK,Chuyến đi
JOURNALRECORDPANEL_PLAY_CHESS_POINTS,Tỉ lệ cược: %s đến %s.
DOWNPANEL_CONTROLWRANGLEDIALOG_COMMONBUTTONWRANGLEDIALOGCONTINUE,Tiếp tục đi …
DOWNPANEL_WRANGLEDIALOGBUTTON_STRINGFLAG,:
UI_INPUT_ACTION_EVENT_TYPE_COMMONBUTTONITEM_TEXTUREBUTTON1_PRESSED_EVENT_IN_CD,Làm mát.
AVATAR_CAN_NOT_MOVE,Không thể di chuyển.
AVATAR_HAD_EQUIP,Đã mặc: %s.
AVATAR_HAD_EQUIP2,Đã được mặc.
DOWNPANEL_CONTROLINTERACTION_COMMONTEXTUREBUTTONINTERACTION1,Tương tác
DOWNPANEL_CONTROLINTERACTION_COMMONTEXTUREBUTTONINTERACTION1_TALK,Nói chuyện
DOWNPANEL_CONTROLINTERACTION_COMMONTEXTUREBUTTONPLAYCHESS1,{PLAY_CHESS_NAME}
DOWNPANEL_CONTROLBAGUSE_COMMONBUTTON13BAGUSE,Sử dụng
DOWNPANEL_CONTROLBAGUSE_COMMONBUTTON13DISCARD,Vứt đi
DOWNPANEL_WRANGLEDIALOG_ASK_DISCARD,Vứt bỏ %s?
DOWNPANEL_WRANGLEDIALOG_ASK_DISCARD_YES,Vứt đi
DOWNPANEL_WRANGLEDIALOG_ASK_DISCARD_NO,Giữ nó
DOWNPANEL_CONTROLBAGUSE_COMMONBUTTON13CHECK,Kiểm tra
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_1,Tro tàn và bốc cháy.
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_2,Đã trống.
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_3,Sạch sẽ.
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_4,Trống.
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_5,Trống rỗng.
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_6,Trống rỗng trống rỗng.
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_7,"Trống rỗng, trống rỗng, trống rỗng. "
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_8,"Trống rỗng, trống rỗng, trống rỗng. "
CHESSPANEL1_PLAYCHESS_START,{PLAY_CHESS_NAME} bắt đầu
CHESSPANEL1_PLAYCHESS_SUCCESS,{PLAY_CHESS_NAME} thành công
CHESSPANEL1_PLAYCHESS_FAILURE,{PLAY_CHESS_NAME} lỗi
CHESSPANEL1_COMMONBUTTONCONTINUE,Tiếp tục
CHESSPANEL1_MOUSECLICKCONTINUE,(click chuột bên trái bất cứ nơi nào để tiếp tục)
CHESSPANEL1_POINTS,%s tỉ lệ cược: %s.
SLOGAN_NEW_DAY_1,Một ngày mới bắt đầu.
SLOGAN_NEW_DAY_2,Ngày phiêu lưu bắt đầu.
SLOGAN_NEW_DAY_3,Một ngày mới.
SLOGAN_NEW_DAY_4,Một ngày phiêu lưu.
SLOGAN_NEW_DAY_5,Một chuyến đi dài.
SLOGAN_NEW_DAY_6,"Chuyến đi dài, chuẩn bị đi. "
SLOGAN_NEW_DAY_7,Chuẩn bị đi.
SLOGAN_NEW_DAY_8,Khởi hành.
SLOGAN_AVATAR_DEAD_1,Bóng đêm nuốt chửng những người không sợ bóng tối.
SLOGAN_AVATAR_DEAD_2,"Trời tối, anh bị bóng đêm nuốt chửng. "
NAVIGATIONMANAGER_NOT_VALID_PATH_END_POSITION,Điểm đến không hợp lệ.
NAVIGATIONMANAGER_END_OBSTRUCTIONS_NEARBY,"Dừng tự động tìm đường, có chướng ngại vật gần đó. "
GOODS_DESCRIPTION_1,"Với đôi giày này, bạn có thể đi bộ một cách tự động. "
GOODS_DESCRIPTION_2,"Nhìn xa hơn, đặc biệt là ở những nơi có ánh sáng xấu. "
GOODS_DESCRIPTION_3,Có lẽ là {JOB_LOBBYIST} {GOODS_NAME_3}.
GOODS_DESCRIPTION_4,Có lẽ là {JOB_LOBBYIST} {GOODS_NAME_3}
GOODS_DESCRIPTION_5,Có lẽ là {JOB_LOBBYIST} {GOODS_NAME_3}
GOODS_DESCRIPTION_6,Có lẽ là {JOB_LOBBYIST} {GOODS_NAME_3}
GOODS_DESCRIPTION_7,Có lẽ là {JOB_LOBBYIST} {GOODS_NAME_3}
GOODS_DESCRIPTION_8,Có lẽ là {JOB_LOBBYIST} {GOODS_NAME_3}
GOODS_DESCRIPTION_9,Có lẽ là {JOB_LOBBYIST} {GOODS_NAME_3}
GOODS_DESCRIPTION_10,Có lẽ là {JOB_LOBBYIST} {GOODS_NAME_3}
GOODS_DESCRIPTION_11,"Ba lô có thể mang rất nhiều đồ đạc, những chuyến phiêu lưu, những công cụ cần thiết để đi bộ. "
GOODS_DESCRIPTION_12,"Ghi lại những gì bạn thấy, nghe, thấy, cảm nhận. Có 4 trang báo cáo về thông tin của các thành viên trong nhóm. Hồ sơ lưu trữ đồ trong ba lô. Trang ghi lại những nơi đã đến. Những gì đã nói sẽ được ghi lại. "
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_1,Một đôi giày cho một đôi giày?
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_2,Chân trái và chân phải là một đôi giày?
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_3,Pin đâu?
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_4,Không tìm thấy công tắc.
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_5,Công tắc đâu?
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_6,Mặc vào đi.
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_7,Có thể tự động tìm đường.
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_8,Lần này sẽ không bị lạc đâu.
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_9,Chúng ta sẽ đi đâu?
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_10,Để tôi nghĩ xem tôi sẽ đi đâu.
GOODSUSEFUNCTION_PUTONEQUIP_TELESCOPE_1,Nhìn xa hơn.
GOODSUSEFUNCTION_PUTONEQUIP_TELESCOPE_2,Tầm nhìn tốt hơn.
GOODSADDFUNCTION_TELESCOPE_1,Một kỹ năng mới.
GOODSADDFUNCTION_TELESCOPE_2,"Không phải là một thiên tài, 10 mét là chắc chắn. "
GOODSREMOVEFUNCTION_TELESCOPE_1,Không thể nhìn xa hơn.
GOODSREMOVEFUNCTION_TELESCOPE_2,Đeo khó chịu?
GOODSUSEFUNCTION_PUTONEQUIP_WIG_1,Sáng chói.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_2,Gyeon-woo.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_3,Yushu trong gió.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_4,Ngẩng đầu lên.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_5,Thiếu tá.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_6,"Người thì dựa vào tóc, ngựa thì dựa vào yên. "
GOODSUSEFUNCTION_PUTONEQUIP_WIG_7,Có thể sẽ có sự cải thiện trí tuệ.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_8,Trí thông minh cộng 1.
GOODSADDFUNCTION_WIG_1,Hay đấy.
GOODSADDFUNCTION_WIG_2,Cuối cùng cũng tìm thấy.
GOODSADDFUNCTION_WIG_3,Không tệ đâu.
GOODSADDFUNCTION_WIG_OTHER_1,Tóc giả?
GOODSADDFUNCTION_WIG_OTHER_2,Nên mặc bộ tóc giả {JOB_LOBBYIST}.
GOODSADDFUNCTION_WIG_OTHER_3,Bộ tóc giả ở {JOB_LOBBYIST}? 
GOODSREMOVEFUNCTION_WIG_1,Trí tuệ -1.
GOODSREMOVEFUNCTION_WIG_2,Đầu lạnh.
GOODSREMOVEFUNCTION_WIG_3,Cảm thấy không chuyên nghiệp.
GOODSREMOVEFUNCTION_WIG_4,Cảm thấy sự suy giảm trí tuệ.
GOODSREMOVEFUNCTION_WIG_5,Tóc giả cháy giống tóc cháy.
GOODSREMOVEFUNCTION_WIG_6,Không có gì đáng tiếc khi tóc giả bị vứt đi.
GOODSREMOVEFUNCTION_WIG_7,Anh ta là chuyên gia mà không cần tóc giả.
GOODSREMOVEFUNCTION_WIG_8,Chuyên gia không thể dựa vào tóc giả.
GOODSADDFUNCTION_FOOT_1,Điều này biết làm thế nào để đi.
GOODSADDFUNCTION_FOOT_2,Giày cao cấp như vậy? Có thể điều hướng?
GOODSADDFUNCTION_FOOT_3,Điều hướng giày cần năng lượng?
GOODSADDFUNCTION_FOOT_4,Ném giày hướng?
GOODSADDFUNCTION_FOOT_5,"Làm thế nào để có được, mang giày biết. "
GOODSREMOVEFUNCTION_FOOT_1,Chân đất.
GOODSREMOVEFUNCTION_FOOT_2,Không thể điều hướng.
GOODSREMOVEFUNCTION_FOOT_3,"Những đôi giày bị vứt đi, chúng biến mất. Mất định hướng, đi từng bước một. "
GOODS_IN_USE,Trong sử dụng.
GOODS_UNUSED,Chưa được sử dụng.
GOODS_TELESCOPE_VISUALFIELDDISTANCE,Khoảng cách tầm nhìn: %s.
GOODS_TELESCOPE_VISUALFIELDSHARPTYPE,Hình ảnh khung cảnh: %s.
GOODS_TELESCOPE_VISUALFIELDSHARPTYPE_RHOMBUS,Hình thoi
GOODS_TELESCOPE_VISUALFIELDSHARPTYPE_EGG,""" "
CANNOT_WEAR_IT_LOBBYIST_WIG_1,Không thể mặc bộ tóc giả đặc biệt {JOB_LOBBYIST}.
CANNOT_WEAR_IT_LOBBYIST_WIG_2,Đây là bộ tóc giả cho {JOB_LOBBYIST}. 
BAG_IS_FULL,"Ba lô đã đầy đủ, không thể mang thêm đồ đạc. "
BAG_ADD,Đã nhận: %s.
BAG_REMOVE,Vứt bỏ: %s.
BAG_USE,Sử dụng: %s.
TOP_BUTTON,Nút trên cùng
BOTTOM_BUTTON,Nút dưới cùng
CLEAR_BUTTON,Mở nút
AVATAR_DESCRIPTION_1,"Tôi là rắn, rắn mạnh mẽ. Trong ba người anh em, tôi là lớn nhất. "
AVATAR_DESCRIPTION_2,"{NAME_AVATAR_3} Tôi là một người bạn nhỏ. Tôi sẽ chạy như một đám mây trên bầu trời, gió và mưa. Gia đình rất ấm áp, tôi thích đi lang thang, chúng tôi đi lang thang! "
AVATAR_DESCRIPTION_3,"Năm tiểu học là một giai đoạn quan trọng trong cuộc sống của một sinh viên, và ngoài bốn phép toán, tôi đã bắt đầu học cổ điển, âm nhạc và tranh vẽ. "
AVATAR_DESCRIPTION_4,"Với tư cách là một luật sư, trước tòa, tôi rất giỏi. Tôi là cầu thủ bóng đá. Có ai thấy tóc giả của tôi không? "
AVATAR_DESCRIPTION_8,"Tôi là một doanh nhân, và kinh doanh công bằng là niềm tin của tôi. "
AVATAR_DESCRIPTION_6,"Ta là rắn, rắn mạnh, rắn mặc giáp. Trong ba người anh em, tôi đứng thứ hai. "
AVATAR_DESCRIPTION_7,"Tôi là một con rắn, một con rắn mạnh mẽ, một con rắn mặc áo giáp và cánh tay robot. Trong số ba người anh em, tôi đứng thứ ba. "
AVATAR_DESCRIPTION_5,Tốc độ là số một. Các đệ tử của tôi đều mạnh mẽ. Tôi luôn tìm kiếm khoảng cách.
AVATAR_DESCRIPTION_9,"Nếu cần, bạn có thể nói chuyện với tôi. Con chó của tôi chạy khắp nơi. "
AVATAR_DESCRIPTION_10,"Chúng ta không phải là sâu mọt, chúng ta đang trôi nổi. "
AVATAR_DESCRIPTION_11,Chúng ta không phải là sâu mọt.
AVATAR_DESCRIPTION_12,Chúng ta không phải là sâu hại cho những người lý tưởng.
AVATAR_DESCRIPTION_13,Chúng tôi không phải là sâu mọt.
AVATAR_DESCRIPTION_14,"Chúng ta không phải là sâu mọt, và áo khoác ấm áp của gió. "
AVATAR_DESCRIPTION_15,Chúng ta không phải là sâu mọt.
AVATAR_DESCRIPTION_16,"Chúng ta không phải là sâu mọt, không nhìn vào tương lai, tự nhiên. "
AVATAR_DESCRIPTION_17,Chúng ta không phải là sâu mọt.
AVATAR_DESCRIPTION_18,"Xuất thân từ hoàng gia, chưa bao giờ ra ngoài phiêu lưu. Tôi sẽ trở thành một ngôi SAO trên bầu trời, với bầu trời rộng lớn và bầu trời mênh mông. Chúng ta sẽ đi cùng nhau trên con đường dài."
AVATAR_DESCRIPTION_19,"Công chúa không phải là công việc của con người, và công chúa cũng có rất nhiều bạn bè tốt. "
AVATAR_DESCRIPTION_20,Chiến dịch này phải được tiến hành trong bí mật và không thể bị lộ.
AVATAR_DESCRIPTION_21,Chúng ta không phải là sâu mọt.
AVATAR_DESCRIPTION_22,Chúng ta không phải là sâu mọt.
AVATAR_DESCRIPTION_23,"Chúng tôi không phải là sâu mọt, sửa chữa, là một cuộc sống. "
AVATAR_DESCRIPTION_24,"Chúng tôi không phải là sâu mọt, là một cuộc sống, là một thái độ. "
AVATAR_DESCRIPTION_25,{NAME_1} Ta là vua.
AVATAR_DESCRIPTION_26,{NAME_1} Ta là hoàng hậu.
AVATAR_DESCRIPTION_27,Ta là công chúa vĩ đại và ngai vàng là của ta.
AVATAR_DESCRIPTION_28,"Chắc anh đói rồi, muốn ăn gì không? Nói tôi nghe đi. "
AVATAR_DESCRIPTION_29,"Phục vụ là mục đích của tôi. Mũ của tôi rất đẹp, và tôi không cần mấy bộ tóc giả đó. "
ADDAVATARFROMSCENE_ADD_TEAM_MEMBERS,Thêm thành viên mới: %s.
ADDSAVEGAMEDATA_ARCHIVE_AVATARLIST_YOU_CANNOT_ADD_TEAM_MEMBERS_REPEATEDLY,Không thể lặp lại việc thêm thành viên của đội: %s.
ADDSAVEGAMEDATA_ARCHIVE_AVATARLIST_THE_TEAM_HAS_A_MAXIMUM_OF_AVATAR,Đội tối đa là % người.
TIPS_STRING_AND_FLAG,"Này, "
NO_JOURNALRECORDBOOK_CAN_NOT_VIEW,"Không có {NAME_AVATAR_31}, không thể xem hồ sơ. "
NO_JOURNALRECORDBOOK,Không có gì cả.
NO_BAG_NO_MORE_ITEMS,{NAME_AVATAR_30} Không thể mang thêm đồ vật nếu không có.
NO_BAG,{NAME_AVATAR_30} Không có gì cả.
SCENE_CONTENT_1_HOME,{NAME_AVATAR_1} Có một lực lượng lớn ở nhà.
SCENE_CONTENT_3_HOME,"{NAME_AVATAR_3} Có bàn ở nhà, có bàn ở nhà {NAME_AVATAR_31}. "
SCENE_CONTENT_4_HOME,{NAME_AVATAR_4} Trên giường ở nhà {NAME_AVATAR_30}.
SCENE_CONTENT_3_HOME_COURTYARD,{NAME_AVATAR_3} Sân nhà có {NAME_AVATAR_2}.
SCENE_CONTENT_CHORD_SQUARE,Những người bạn nhỏ thường tụ tập ở đây. Không biết khi nào thì một số cây héo úa và có rất nhiều dấu vết bị xe đạp đè lên mặt đất.
SCENE_CONTENT_STAVE_AVENUE,Một con đường dẫn tới những nơi chưa biết đến. Nghe nói có vài đường mòn ở đây.
SCENE_CONTENT_HALL_OF_MELODY,{NAME_1} Đây là cung điện với rất nhiều phòng.
SCENE_CONTENT_CLINKER_VALLEY,"Vùng đất đày ải, nơi có thể tìm thấy người cần tìm. "
SCENE_CONTENT_CRACKING_VOICE_RIDGE,"Hoang vu, rừng rậm. "
SCENE_CONTENT_PLAY_CHESS,May mắn sẽ ở cùng các bạn.
WRANGLEDIALOG_1_CONTENT,Nhặt nó?
WRANGLEDIALOG_1_BUTTON_1,Gặm nhấm.
WRANGLEDIALOG_1_BUTTON_2,Không gặm nhấm.
WRANGLEDIALOG_2_CONTENT,Nhặt nó?
WRANGLEDIALOG_2_BUTTON_1,Gặm nhấm.
WRANGLEDIALOG_2_BUTTON_2,Không gặm nhấm.
WRANGLEDIALOG_3_CONTENT,Mở cửa ra?
WRANGLEDIALOG_3_BUTTON_1,Mở ra đi.
WRANGLEDIALOG_3_BUTTON_2,Không mở.
WRANGLEDIALOG_3_FUNCTION_1,Cửa mở rồi.
WRANGLEDIALOG_4_CONTENT,"Mang theo trước khi ra ngoài {NAME_AVATAR_30}, bất cứ thứ gì anh cần. "
WRANGLEDIALOG_5_CONTENT,{NAME_AVATAR_31} Có rất nhiều thứ để ghi lại và chứng kiến những chuyến đi phiêu lưu.
WRANGLEDIALOG_6_CONTENT,"Thế giới ngoài kia rất nguy hiểm, nhưng cũng đầy những điều mới mẻ và thú vị. "
WRANGLEDIALOG_6_BUTTON_1,Tôi muốn ra ngoài xem.
WRANGLEDIALOG_7_CONTENT,"Trước khi đi ra ngoài, để cho bạn biết. "
WRANGLEDIALOG_7_BUTTON_1,Tôi đang nghe đây.
WRANGLEDIALOG_8_CONTENT,Thách thức ở khắp nơi.
WRANGLEDIALOG_8_BUTTON_1,Tôi đã sẵn sàng.
WRANGLEDIALOG_9_CONTENT,Tôi cảm thấy mình có thể mạnh mẽ hơn.
WRANGLEDIALOG_9_BUTTON_1,Con đã khỏe rồi.
WRANGLEDIALOG_9_BUTTON_2,Có thể mạnh hơn?
WRANGLEDIALOG_10_CONTENT,Tôi luôn cảm thấy có một sức mạnh lớn đang chờ đợi tôi.
WRANGLEDIALOG_10_BUTTON_1,Nói nghe đi.
WRANGLEDIALOG_10_BUTTON_2,Sức mạnh to lớn khiến người ta trông chờ.
WRANGLEDIALOG_11_CONTENT,Sức mạnh này làm tôi cảm thấy có từ lâu.
WRANGLEDIALOG_11_BUTTON_1,Là một thời gian dài?
WRANGLEDIALOG_11_BUTTON_2,Anh sẽ tìm ra hắn.
WRANGLEDIALOG_12_CONTENT,Chúng ta đi phiêu lưu cùng nhau?
WRANGLEDIALOG_12_BUTTON_1,Tham gia với chúng tôi!
WRANGLEDIALOG_12_BUTTON_2,Khoan đã.
GOODS_DESCRIPTION_13,"Sinh nhật của tôi đang đến, và tôi mời bạn đến dự tiệc sinh nhật của tôi, hãy đến gặp tôi ở phía bắc đường trường phát triển name_stave_đường. Tôi đã mất tích một thời gian, tôi nhớ bạn rất nhiều và rất mong được nhóm họp với bạn. Bạn học của bạn."
WRANGLEDIALOG_13_CONTENT,"Bạn có thể mở cửa nếu bạn thành công. Nhưng đó chỉ là một bài giảng, và thất bại vẫn có thể đến và mở cửa một lần nữa."
WRANGLEDIALOG_13_1_CONTENT,"Những điều bạn đã nói, bạn có thể trực tiếp. Đó là các đội, và đôi khi các cầu thủ ở phía trước sẽ có kết quả khác nhau."
WRANGLEDIALOG_13_BUTTON_1,Bắt đầu đi.
WRANGLEDIALOG_14_CONTENT,Tôi luôn muốn tìm chúng.
WRANGLEDIALOG_15_CONTENT,Có vẻ như không xa lắm.
WRANGLEDIALOG_16_CONTENT,Tôi sẽ tìm chúng chứ?
WRANGLEDIALOG_17_CONTENT,Nhưng chúng ta vẫn cần những người bạn mạnh mẽ.
WRANGLEDIALOG_18_CONTENT,Đợi nữa à?
WRANGLEDIALOG_18_BUTTON_1,Thất bại thì SAO?
WRANGLEDIALOG_19_CONTENT,Hãy yên tâm rằng thất bại là tốt.
WRANGLEDIALOG_19_BUTTON_1,"Được rồi, bắt đầu thôi."
WRANGLEDIALOG_20_CONTENT,Bạn đến với tôi để chơi?
WRANGLEDIALOG_20_BUTTON_1,"Yeah, yeah."
WRANGLEDIALOG_20_1_CONTENT,Chúng ta đi thôi.
WRANGLEDIALOG_20_2_CONTENT,Nhân tiện.
WRANGLEDIALOG_20_3_CONTENT,Anh có nhớ không?
WRANGLEDIALOG_20_3_BUTTON,Một chút ấn tượng.
WRANGLEDIALOG_20_4_CONTENT,Cô ấy là bạn học trường tiểu học của tôi.
