stringKey,stringContent
SLOGAN_NEW_DAY_8,Поехали.
SLOGAN_AVATAR_DEAD_1,"Ночь поглощает тех, кто не боится темноты. "
SLOGAN_AVATAR_DEAD_2,Тьма поглотила тебя.
NAVIGATIONMANAGER_NOT_VALID_PATH_END_POSITION,Недействительный пункт назначения.
NAVIGATIONMANAGER_END_OBSTRUCTIONS_NEARBY,Прекратить автоматические поиски.
GOODS_DESCRIPTION_1,С этими туфлями можно ходить автоматически.
GOODS_DESCRIPTION_2,"Смотри дальше, особенно там, где плохой свет. "
GOODS_DESCRIPTION_3,Это должно быть {JOB_LOBBYIST} {GOODS_NAME_3}.
GOODS_DESCRIPTION_4,Это должно быть {JOB_LOBBYIST} {GOODS_NAME_4}.
GOODS_DESCRIPTION_5,Это должно быть {JOB_LOBBYIST} {GOODS_NAME_5}.
GOODS_DESCRIPTION_6,Это должно быть {JOB_LOBBYIST} {GOODS_NAME_6}.
GOODS_DESCRIPTION_7,Это должно быть {JOB_LOBBYIST} {GOODS_NAME_7}.
GOODS_DESCRIPTION_8,Это должно быть {JOB_LOBBYIST} {GOODS_NAME_8}.
GOODS_DESCRIPTION_9,Это должно быть {JOB_LOBBYIST} {GOODS_NAME_9}.
GOODS_DESCRIPTION_10,Это должно быть {JOB_LOBBYIST} {GOODS_NAME_10}.
GOODS_DESCRIPTION_11,"Рюкзак может нести много вещей, приключения, необходимые инструменты для похода. "
GOODS_DESCRIPTION_12,"Записывай все, что видишь, чувствуешь, чувствуешь, чувствуешь. Существует четыре страницы: страницы для описания информации о членах команды. Страницы с описанием вещей в рюкзаке. Страницы с записями о местах, где вы были. Страницы, все, что когда-либо обсуждалось, записываются. "
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_1,Один ботинок для пары?
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_2,Левая нога и правая нога-это туфля?
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_3,Где батарейки?
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_4,Не могу найти выключатель.
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_5,Где переключатель?
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_6,Уже надел.
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_7,Мы можем автоматически найти дорогу.
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_8,На этот раз я не заблужусь.
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_9,Куда мы едем?
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_10,"Я подумаю, куда мне идти. "
GOODSUSEFUNCTION_PUTONEQUIP_TELESCOPE_1,Посмотри дальше.
GOODSUSEFUNCTION_PUTONEQUIP_TELESCOPE_2,Вид лучше.
GOODSADDFUNCTION_TELESCOPE_1,"Новые навыки, ясновидящий. "
GOODSADDFUNCTION_TELESCOPE_2,Не очень-то похоже на ясновидящего.
GOODSREMOVEFUNCTION_TELESCOPE_1,Дальше смотреть нельзя.
GOODSREMOVEFUNCTION_TELESCOPE_2,Неудобно?
GOODSUSEFUNCTION_PUTONEQUIP_WIG_1,И сияет.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_2,Хьен-ху.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_3,Нефритовый ветер.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_4,Выше голову.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_5,Профессионально.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_6,"Человек за волосы, лошадь за седло. "
GOODSUSEFUNCTION_PUTONEQUIP_WIG_7,Это может быть повышением интеллекта.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_8,Интеллект плюс Один.
GOODSADDFUNCTION_WIG_1,Хорошая вещь.
GOODSADDFUNCTION_WIG_2,Наконец-то.
GOODSADDFUNCTION_WIG_3,Хорошо.
GOODSADDFUNCTION_WIG_OTHER_1,Парик?
GOODSADDFUNCTION_WIG_OTHER_2,Парик должен быть надет {джоб_lobbyist}.
GOODSADDFUNCTION_WIG_OTHER_3,{JOB_LOBBYIST} Парик?
GOODSREMOVEFUNCTION_WIG_1,Интеллект -1.
GOODSREMOVEFUNCTION_WIG_2,Голова холодная.
GOODSREMOVEFUNCTION_WIG_3,Я больше не чувствую себя профессиональной.
GOODSREMOVEFUNCTION_WIG_4,Почувствовало снижение интеллекта.
GOODSREMOVEFUNCTION_WIG_5,"Обугленный парик такой же, как и волосы. "
GOODSREMOVEFUNCTION_WIG_6,Жаль выбрасывать парик.
GOODSREMOVEFUNCTION_WIG_7,Он профессионал и без парика.
GOODSREMOVEFUNCTION_WIG_8,Профессионал не может полагаться на парик.
GOODSADDFUNCTION_FOOT_1,Теперь ты знаешь дорогу.
GOODSADDFUNCTION_FOOT_2,Эти туфли такие высокие? Навигация?
GOODSADDFUNCTION_FOOT_3,Для навигации обуви нужен источник питания?
GOODSADDFUNCTION_FOOT_4,Это навигация для бросания ботинок?
GOODSADDFUNCTION_FOOT_5,"Как ходить, если ты в ботинках. "
GOODSREMOVEFUNCTION_FOOT_1,Босиком.
GOODSREMOVEFUNCTION_FOOT_2,Не могу ориентироваться.
GOODSREMOVEFUNCTION_FOOT_3,"Туфли, которые выбросили, просто исчезли; Потерянная навигация, шаг за шагом. "
GOODS_IN_USE,Используй.
GOODS_UNUSED,Не используется.
GOODS_TELESCOPE_VISUALFIELDDISTANCE,Дальность обзора: %s.
GOODS_TELESCOPE_VISUALFIELDSHARPTYPE,Визуальная форма: %s.
GOODS_TELESCOPE_VISUALFIELDSHARPTYPE_RHOMBUS,ромб
GOODS_TELESCOPE_VISUALFIELDSHARPTYPE_EGG,яйц
CANNOT_WEAR_IT_LOBBYIST_WIG_1,"Не могу его носить, {JOB_LOBBYIST} только парик. "
CANNOT_WEAR_IT_LOBBYIST_WIG_2,Это для парика {JOB_LOBBYIST}.
BAG_IS_FULL,Рюкзак полон и не может нести больше вещей.
BAG_ADD,Доля: %s.
BAG_REMOVE,Выброси: %s.
BAG_USE,Используйте: %s.
TOP_BUTTON,Верхняя кнопка
BOTTOM_BUTTON,Кнопка внизу.
CLEAR_BUTTON,Нажми кнопку.
AVATAR_DESCRIPTION_1,"Я змея, сильная змея. Я самый старший из трёх братьев. "
AVATAR_DESCRIPTION_2,"Я был маленьким партнером в {NAME_AVATAR_3}. Я буду бежать, как облака в небе, беспричинно, в компании ветра и дождя. У меня дома очень уютно, и я тоже люблю бродить, так что давай вместе скитаемся! "
AVATAR_DESCRIPTION_3,"Пятый класс начальной школы является важным периодом обучения в жизни для ученика, и, помимо четырех математических операций, я начал изучать классику, музыку и живопись. "
AVATAR_DESCRIPTION_4,"Как адвокат, в суде, я хорош. До этого я был футболистом. Кто видел мой парик? "
AVATAR_DESCRIPTION_8,"Я бизнесмен, и я верю в справедливость сделки. "
AVATAR_DESCRIPTION_6,"Я змея, сильная змея, змея в доспехах. Из трех братьев я был вторым. "
AVATAR_DESCRIPTION_7,"Я змея, сильная змея, змея в доспехах и механических руках. Я третий из трёх братьев. "
AVATAR_DESCRIPTION_5,Скорость-это первое значение. Мои ученики очень сильны. Я искал издалека.
AVATAR_DESCRIPTION_9,"Можешь поговорить со мной, если хочешь. Моя собака постоянно бегает, видишь? "
AVATAR_DESCRIPTION_10,"Мы не паразиты, плывущие по течению. "
AVATAR_DESCRIPTION_11,"Мы не паразиты, живые и здоровые. "
AVATAR_DESCRIPTION_12,"Мы не паразиты, в идеале. "
AVATAR_DESCRIPTION_13,"Мы не паразиты, которые делают с нами, что хотят. "
AVATAR_DESCRIPTION_14,"Мы не паразиты, и ветровое покрытие теплое. "
AVATAR_DESCRIPTION_15,"Мы не паразиты, а катастрофа-это опыт. "
AVATAR_DESCRIPTION_16,"Мы не паразиты, мы не смотрим в будущее, мы рождаемся спонтанными. "
AVATAR_DESCRIPTION_17,"Мы не паразиты, тиш, это отношение. "
AVATAR_DESCRIPTION_18,"Родом из королевской семьи, никогда не выходил из дома. Я хочу быть как звезда на небе, юниверсал, глобал. В ожидании долгого пути, мы будем рядом друг с другом."
AVATAR_DESCRIPTION_19,"Принцесса не делает карьеру в одиночку, и у принцессы много хороших друзей. "
AVATAR_DESCRIPTION_20,Операция должна проводиться тайно и не должна быть раскрыта.
AVATAR_DESCRIPTION_21,"Мы не паразиты, Один на миллион. "
AVATAR_DESCRIPTION_22,"Мы не паразиты, молодые и молодые для нас. "
AVATAR_DESCRIPTION_23,"Мы не паразиты, Хью, это жизнь. "
AVATAR_DESCRIPTION_24,"Мы не паразиты, для, для жизни и для отношения. "
AVATAR_DESCRIPTION_25,"{NAME_1} Я король, добро пожаловать. "
AVATAR_DESCRIPTION_26,"{NAME_1} Я королева, добро пожаловать. "
AVATAR_DESCRIPTION_27,"Я большая принцесса, и трон мой. "
AVATAR_DESCRIPTION_28,"Вы, должно быть, голодны. Скажи мне. "
AVATAR_DESCRIPTION_29,"Моя цель-служить. У меня красивая шляпа, и мне не нужны парики. "
ADDAVATARFROMSCENE_ADD_TEAM_MEMBERS,Команда добавляет новых членов: %s.
ADDSAVEGAMEDATA_ARCHIVE_AVATARLIST_YOU_CANNOT_ADD_TEAM_MEMBERS_REPEATEDLY,Нельзя повторно добавлять членов команды: %s.
ADDSAVEGAMEDATA_ARCHIVE_AVATARLIST_THE_TEAM_HAS_A_MAXIMUM_OF_AVATAR,Команда набрала максимум процентов %s.
TIPS_STRING_AND_FLAG,", "
NO_JOURNALRECORDBOOK_CAN_NOT_VIEW,Записи не могут быть доступны без {NAME_AVATAR_31}.
NO_JOURNALRECORDBOOK,Не существует {NAME_AVATAR_31}.
NO_BAG_NO_MORE_ITEMS,Без {NAME_AVATAR_30} мы не можем нести больше вещей.
NO_BAG,Не существует {NAME_AVATAR_30}.
SCENE_CONTENT_1_HOME,{NAME_AVATAR_1} В доме есть огромная сила.
SCENE_CONTENT_3_HOME,"{NAME_AVATAR_3} в доме есть столы, а на столе есть {NAME_AVATAR_31}. "
SCENE_CONTENT_4_HOME,"{NAME_AVATAR_4}, лежащие на кровати в доме, могут быть найдены {NAME_AVATAR_30}. "
SCENE_CONTENT_3_HOME_COURTYARD,{NAME_AVATAR_3} Во внутреннем дворе имеется {NAME_AVATAR_2}.
SCENE_CONTENT_CHORD_SQUARE,"Маленькие друзья часто собираются здесь. Неизвестно, с каких пор некоторые деревья завяли, а на земле остались следы того, как колесо сбилось. "
SCENE_CONTENT_STAVE_AVENUE,"Дорога, ведущая в неизвестность. Говорят, здесь несколько троп. "
SCENE_CONTENT_HALL_OF_MELODY,{NAME_1} Это дворец с множеством комнат.
SCENE_CONTENT_CLINKER_VALLEY,"Место изгнания, где можно найти того, кто ищет. "
SCENE_CONTENT_CRACKING_VOICE_RIDGE,"Дикие горы, джунгли густые. "
SCENE_CONTENT_PLAY_CHESS,"Где бы ты ни был, удачи тебе. "
WRANGLEDIALOG_1_CONTENT,Забрать?
WRANGLEDIALOG_1_BUTTON_1,Снимай.
WRANGLEDIALOG_1_BUTTON_2,Не брать.
WRANGLEDIALOG_2_CONTENT,Забрать?
WRANGLEDIALOG_2_BUTTON_1,Снимай.
WRANGLEDIALOG_2_BUTTON_2,Не брать.
WRANGLEDIALOG_3_CONTENT,Открыть дверь?
WRANGLEDIALOG_3_BUTTON_1,Открой.
WRANGLEDIALOG_3_BUTTON_2,Не открывай.
WRANGLEDIALOG_3_FUNCTION_1,Дверь была открыта.
WRANGLEDIALOG_4_CONTENT,"Возьмите то {NAME_AVATAR_30}, что вам нужно, перед тем как уйти. "
WRANGLEDIALOG_5_CONTENT,{NAME_AVATAR_31} Многие вещи могут быть записаны и засвидетельствованы приключенческим путешествием.
WRANGLEDIALOG_6_CONTENT,Мир за дверью опасен и полон новшеств и веселья.
WRANGLEDIALOG_6_BUTTON_1,Я хочу выйти и посмотреть.
WRANGLEDIALOG_7_CONTENT,"Перед тем, как уйти, я дам тебе совет. "
WRANGLEDIALOG_7_BUTTON_1,Я слушаю.
WRANGLEDIALOG_8_CONTENT,Вызов есть везде.
WRANGLEDIALOG_8_BUTTON_1,Я готов к этому.
WRANGLEDIALOG_9_CONTENT,"Я чувствую, что могу быть сильнее. "
WRANGLEDIALOG_9_BUTTON_1,Ты и так очень сильная.
WRANGLEDIALOG_9_BUTTON_2,Может быть сильнее?
WRANGLEDIALOG_10_CONTENT,"Я всегда чувствовал, что меня ждет великая сила. "
WRANGLEDIALOG_10_BUTTON_1,Расскажи мне.
WRANGLEDIALOG_10_BUTTON_2,Большая сила заставляет ждать.
WRANGLEDIALOG_11_CONTENT,"Эта сила заставляет меня чувствовать, что это в прошлом. "
WRANGLEDIALOG_11_BUTTON_1,Это было давно?
WRANGLEDIALOG_11_BUTTON_2,Ты найдешь его.
WRANGLEDIALOG_12_CONTENT,Мы отправимся в приключение вместе?
WRANGLEDIALOG_12_BUTTON_1,Присоединяйтесь к нам!
WRANGLEDIALOG_12_BUTTON_2,Еще немного.
GOODS_DESCRIPTION_13,"Дорогая, приближается мой день рождения, и я приглашаю тебя на вечеринку в честь моего дня рождения, так что приезжай ко мне на Север. Некоторое время не было, я скучал по тебе, с нетерпением ждал встречи с тобой. {NAME_AVATAR_19}, ваш одноклассник."
WRANGLEDIALOG_13_CONTENT,"Успех открывает дверь. Однако это всего лишь обучение, и неудача может прийти и снова открыть дверь."
WRANGLEDIALOG_13_1_CONTENT,"То, о чем мы говорили, может быть использовано непосредственно в игре {PLAY_CHESS_NAME}. Команда — это команда, и иногда команда, которая стоит впереди, оказывается другой."
WRANGLEDIALOG_13_BUTTON_1,Начинай.
WRANGLEDIALOG_14_CONTENT,Я всегда хотел найти их.
WRANGLEDIALOG_15_CONTENT,Как будто это не так далеко.
WRANGLEDIALOG_16_CONTENT,Найду ли я их?
WRANGLEDIALOG_17_CONTENT,"Но, тем не менее, нам все еще нужны сильные спутники."
WRANGLEDIALOG_18_CONTENT,Еще немного?
WRANGLEDIALOG_18_BUTTON_1,"Что будет, если не получится?"
WRANGLEDIALOG_19_CONTENT,"Не волнуйся, я вернусь к провалу."
WRANGLEDIALOG_19_BUTTON_1,"Ладно, давайте начнем."
WRANGLEDIALOG_20_CONTENT,Ты пришла ко мне поиграть?
WRANGLEDIALOG_20_BUTTON_1,Да.
WRANGLEDIALOG_20_1_CONTENT,Пошли.
WRANGLEDIALOG_20_2_CONTENT,Да.
WRANGLEDIALOG_20_3_CONTENT,Помнишь?
WRANGLEDIALOG_20_3_BUTTON,Я впечатлен.
WRANGLEDIALOG_20_4_CONTENT,Она была моей одноклассницей в начальной школе.
WRANGLEDIALOG_20_5_CONTENT,Давно её не видел.
WRANGLEDIALOG_20_6_CONTENT,"Я вдруг вспомнил, что скоро ее день рождения."
WRANGLEDIALOG_20_6_BUTTON,Она твоя девушка?
WRANGLEDIALOG_20_7_CONTENT,"Вообще-то, мы просто одноклассники."
WRANGLEDIALOG_20_8_CONTENT,Дружба одноклассников.
WRANGLEDIALOG_20_8_BUTTON,Это простой вопрос.
WRANGLEDIALOG_20_9_CONTENT,"Пойдем посмотрим, как она."
WRANGLEDIALOG_20_9_BUTTON,Да.
WRANGLEDIALOG_21_CONTENT,"Тем не менее, прежде чем мы отправимся, нам нужно узнать, что также является возможностью для обучения."
WRANGLEDIALOG_21_BUTTON_1,"Ладно, давайте начнем."
WRANGLEDIALOG_22_CONTENT,Чем могу помочь?
WRANGLEDIALOG_22_BUTTON_1,Ты был занят в последнее время?
WRANGLEDIALOG_23_CONTENT,"Перед тем, как мы отправимся, я хотел бы испытать вашу решительность."
WRANGLEDIALOG_23_BUTTON_1,"Ладно, давайте начнем."
WRANGLEDIALOG_24_CONTENT,Куда?
WRANGLEDIALOG_24_BUTTON_1,Иди и рискни.
WRANGLEDIALOG_24_1_CONTENT,Возьми меня с собой.
WRANGLEDIALOG_24_1_BUTTON_1,Вместе.
WRANGLEDIALOG_24_2_CONTENT,Но я не пойду туда без моего лучшего маленького друга.
WRANGLEDIALOG_24_2_BUTTON_1,Твой лучший друг?
WRANGLEDIALOG_24_3_CONTENT,"Иметь лучших маленьких друзей, отправиться в неизвестное путешествие, полный надежд."
WRANGLEDIALOG_24_3_BUTTON_1,А ты хорошо читаешь стихи.
WRANGLEDIALOG_24_4_CONTENT,"Чем больше ты читаешь, тем больше природа."
WRANGLEDIALOG_24_5_CONTENT,Я ухожу с моим лучшим другом.
WRANGLEDIALOG_24_6_CONTENT,"Если бы ты мог победить в игре, я бы мог подумать о Том, чтобы рискнуть с тобой."
WRANGLEDIALOG_25_CONTENT,Приключения всегда заставляют ждать.
WRANGLEDIALOG_25_BUTTON_1,"Ладно, давайте начнем."
WRANGLEDIALOG_22_1_CONTENT,Занят.
WRANGLEDIALOG_22_1_BUTTON_1,Занят?
WRANGLEDIALOG_22_2_CONTENT,"Моя задача как адвоката состоит в Том, чтобы убедить людей."
WRANGLEDIALOG_22_2_BUTTON_1,"Так что, со всем уважением, давайте отправимся в приключение вместе."
WRANGLEDIALOG_22_3_CONTENT,Я занят.
WRANGLEDIALOG_22_3_BUTTON_1,"Наши приключения вместе, не меньше, чем хотелось бы услышать истории, которые ты рассказываешь."
