stringKey,stringContent
OPTIONPANEL_ABOUT,Sobre
OPTIONPANEL_ABOUT_NAME_OF_THE_GAME,Nombre del juego: {NAME_GAME_NAME}.
OPTIONPANEL_ABOUT_VERSION,Versión: %s.
OPTIONPANEL_ABOUT_COPYRIGHT_AND_DEVELOPMENT,Descripción: %s.
OPTIONPANEL_ABOUT_CONTACT,Contacto: %s.
OPTIONPANEL_ABOUT_CONTACT_COPY,copiar
OPTIONPANEL_ABOUT_THANKS,"Gracias: a la gente de mi familia, sin su apoyo, este juego no habría existido. "
LANGUAGEPANEL_COMMONLABEL31TITLE,Seleccione su idioma
TIME_YEAR,en
TIME_MONTH,de
TIME_DAY,el
TIME_HOUR,cuando
TIME_MINUTE,las
TIME_SECOND,segundos
BOOTSCENE_STARTING_STRING1,Inicio en proceso
BOOTSCENE_STARTING_STRING2,En marcha.
BOOTSCENE_STARTING_STRING3,En el inicio..
BOOTSCENE_STARTING_STRING4,En el inicio...
DAYNIGHTPANEL_COMMONLABELDAYSNUMBER,Días %s
DAYNIGHTPANEL_FIRSTSTARTNIGHT,Está oscureciendo.
CURRENTSCENESHOWNAME_ENTER,Introduzca el %s.
JOURNALRECORDPANEL_COMMONLABEL31TITLE,{NAME_AVATAR_31}
JOURNALRECORDPANEL_CONTROLPAGING_TITLEBUTTON20AVATAR,Papel
JOURNALRECORDPANEL_CONTROLPAGING_TITLEBUTTON20BAG,Artículos
JOURNALRECORDPANEL_CONTROLPAGING_TITLEBUTTON20SCENE,Lugar
JOURNALRECORDPANEL_CONTROLPAGING_TITLEBUTTON20TASK,Viajó
JOURNALRECORDPANEL_PLAY_CHESS_POINTS,Puntos de juego: %s a %s.
DOWNPANEL_CONTROLWRANGLEDIALOG_COMMONBUTTONWRANGLEDIALOGCONTINUE,Para continuar...
DOWNPANEL_WRANGLEDIALOGBUTTON_STRINGFLAG,:
UI_INPUT_ACTION_EVENT_TYPE_COMMONBUTTONITEM_TEXTUREBUTTON1_PRESSED_EVENT_IN_CD,Enfriado.
AVATAR_CAN_NOT_MOVE,No se puede mover.
AVATAR_HAD_EQUIP,Ya usado: %s.
AVATAR_HAD_EQUIP2,Ya lleva eso.
DOWNPANEL_CONTROLINTERACTION_COMMONTEXTUREBUTTONINTERACTION1,Interacción
DOWNPANEL_CONTROLINTERACTION_COMMONTEXTUREBUTTONINTERACTION1_TALK,Charla
DOWNPANEL_CONTROLINTERACTION_COMMONTEXTUREBUTTONPLAYCHESS1,{PLAY_CHESS_NAME}
DOWNPANEL_CONTROLBAGUSE_COMMONBUTTON13BAGUSE,El uso de
DOWNPANEL_CONTROLBAGUSE_COMMONBUTTON13DISCARD,tirar
DOWNPANEL_WRANGLEDIALOG_ASK_DISCARD,¿Tirar %s?
DOWNPANEL_WRANGLEDIALOG_ASK_DISCARD_YES,tirar
DOWNPANEL_WRANGLEDIALOG_ASK_DISCARD_NO,Reservo para
DOWNPANEL_CONTROLBAGUSE_COMMONBUTTON13CHECK,ver
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_1,La ceniza se apagó y se quemó después de ver.
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_2,Despejado.
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_3,Limpio.
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_4,Vacía.
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_5,Vacío.
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_6,Vacío vacío.
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_7,"Vacío, vacío, vacío. "
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_8,"Vacío, vacío, vacío. "
CHESSPANEL1_PLAYCHESS_START,{PLAY_CHESS_NAME} comienza
CHESSPANEL1_PLAYCHESS_SUCCESS,{PLAY_CHESS_NAME} éxito
CHESSPANEL1_PLAYCHESS_FAILURE,{PLAY_CHESS_NAME} falla
CHESSPANEL1_COMMONBUTTONCONTINUE,continuar
CHESSPANEL1_MOUSECLICKCONTINUE,(haga clic en cualquier lugar del ratón para continuar)
CHESSPANEL1_POINTS,%s puntos de juego: %s.
SLOGAN_NEW_DAY_1,Empieza un nuevo día.
SLOGAN_NEW_DAY_2,Comienza el día de la aventura.
SLOGAN_NEW_DAY_3,Un nuevo día.
SLOGAN_NEW_DAY_4,Un día de aventura.
SLOGAN_NEW_DAY_5,Muy lejos.
SLOGAN_NEW_DAY_6,"Largo camino, listo para ir. "
SLOGAN_NEW_DAY_7,Prepárate.
SLOGAN_NEW_DAY_8,Vamos.
SLOGAN_AVATAR_DEAD_1,La noche devora a los que no temen a la oscuridad.
SLOGAN_AVATAR_DEAD_2,Se oscurece y la noche te consume.
NAVIGATIONMANAGER_NOT_VALID_PATH_END_POSITION,Destino no válido.
NAVIGATIONMANAGER_END_OBSTRUCTIONS_NEARBY,Stop autowayfinder. Hay obstáculos cercanos.
GOODS_DESCRIPTION_1,"Con estos zapatos, puede caminar automáticamente. "
GOODS_DESCRIPTION_2,"Mira más lejos, especialmente en lugares mal iluminados. "
GOODS_DESCRIPTION_3,Este debería ser {GOODS_NAME_3} de {JOB_LOBBYIST}.
GOODS_DESCRIPTION_4,Este debería ser {GOODS_NAME_4} de {JOB_LOBBYIST}.
GOODS_DESCRIPTION_5,Este debería ser {GOODS_NAME_5} de {JOB_LOBBYIST}.
GOODS_DESCRIPTION_6,Este debería ser {GOODS_NAME_6} de {JOB_LOBBYIST}.
GOODS_DESCRIPTION_7,Este debería ser {GOODS_NAME_7} de {JOB_LOBBYIST}.
GOODS_DESCRIPTION_8,Este debería ser {GOODS_NAME_8} de {JOB_LOBBYIST}.
GOODS_DESCRIPTION_9,Este debería ser {GOODS_NAME_9} de {JOB_LOBBYIST}.
GOODS_DESCRIPTION_10,Este debería ser {GOODS_NAME_10} de {JOB_LOBBYIST}.
GOODS_DESCRIPTION_11,"La mochila puede llevar muchas cosas, viaje de aventura, una herramienta esencial para el senderismo. "
GOODS_DESCRIPTION_12,"Grabar lo que se ve, se oye, se encuentra y se siente en el camino. \n{NAME_AVATAR_31} tiene 4 paginaciones: \n{JOURNALRECORDPANEL_CONTROLPAGING_TITLEBUTTON20AVATAR} paginación que describe la información de los miembros del equipo. \n{JOURNALRECORDPANEL_CONTROLPAGING_TITLEBUTTON20BAG} paginación, descripción del artículo en la mochila. \n{JOURNALRECORDPANEL_CONTROLPAGING_TITLEBUTTON20SCENE} paginación para registrar los lugares visitados. \n{JOURNALRECORDPANEL_CONTROLPAGING_TITLEBUTTON20TASK} paginación, las cosas conversadas, se registran. "
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_1,¿Un zapato para un par de zapatos?
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_2,El pie izquierdo y el pie derecho son un zapato?
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_3,¿Dónde colocar la batería?
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_4,Interruptor no encontrado.
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_5,¿Dónde está el interruptor?
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_6,Ya está puesto.
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_7,Puede encontrar el camino automáticamente.
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_8,Esta vez no se perderá.
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_9,¿Adónde vamos?
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_10,Voy a pensar adónde voy.
GOODSUSEFUNCTION_PUTONEQUIP_TELESCOPE_1,Mira más lejos.
GOODSUSEFUNCTION_PUTONEQUIP_TELESCOPE_2,Mejor visión.
GOODSADDFUNCTION_TELESCOPE_1,Nuevas habilidades. Clarividencia.
GOODSADDFUNCTION_TELESCOPE_2,"No es clarividencia, diez metros deben haber sido. "
GOODSREMOVEFUNCTION_TELESCOPE_1,No puedo mirar más lejos.
GOODSREMOVEFUNCTION_TELESCOPE_2,¿Incómodo al usarlo?
GOODSUSEFUNCTION_PUTONEQUIP_WIG_1,Fabuloso.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_2,Chi yu hennang.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_3,Yuki al viento.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_4,Levanta la cabeza.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_5,Profesionalmente.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_6,"El hombre por el cabello, el caballo por la silla. "
GOODSUSEFUNCTION_PUTONEQUIP_WIG_7,Puede haber un aumento intelectual.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_8,Inteligencia +1.
GOODSADDFUNCTION_WIG_1,Buenas cosas.
GOODSADDFUNCTION_WIG_2,Por fin lo encontré.
GOODSADDFUNCTION_WIG_3,Muy bien.
GOODSADDFUNCTION_WIG_OTHER_1,¿Peluca?
GOODSADDFUNCTION_WIG_OTHER_2,La peluca debe ser usada por {JOB_LOBBYIST}.
GOODSADDFUNCTION_WIG_OTHER_3,¿Una peluca para {JOB_LOBBYIST}?
GOODSREMOVEFUNCTION_WIG_1,Inteligencia -1.
GOODSREMOVEFUNCTION_WIG_2,Cabeza fría.
GOODSREMOVEFUNCTION_WIG_3,No me siento profesional.
GOODSREMOVEFUNCTION_WIG_4,Se siente una disminución en la inteligencia.
GOODSREMOVEFUNCTION_WIG_5,La peluca quemada es como el pelo quemado.
GOODSREMOVEFUNCTION_WIG_6,No es una pena tirar la peluca.
GOODSREMOVEFUNCTION_WIG_7,Es profesional sin peluca.
GOODSREMOVEFUNCTION_WIG_8,El profesional no puede confiar en una peluca.
GOODSADDFUNCTION_FOOT_1,Esto sabe cómo ir.
GOODSADDFUNCTION_FOOT_2,¿Este zapato es tan premium? ¿Puede navegar?
GOODSADDFUNCTION_FOOT_3,¿Este zapato de navegación necesita energía?
GOODSADDFUNCTION_FOOT_4,¿Es lanzar zapatos para navegar?
GOODSADDFUNCTION_FOOT_5,¿Cómo llegar? Saberlo con los zapatos.
GOODSREMOVEFUNCTION_FOOT_1,Descalzo.
GOODSREMOVEFUNCTION_FOOT_2,Ya no puedo navegar.
GOODSREMOVEFUNCTION_FOOT_3,"Los zapatos tirados, simplemente desaparecen; Navegación perdida, ir por ti mismo paso a paso. "
GOODS_IN_USE,En uso.
GOODS_UNUSED,Sin usar.
GOODS_TELESCOPE_VISUALFIELDDISTANCE,Distancia de la vista: %s.
GOODS_TELESCOPE_VISUALFIELDSHARPTYPE,Forma del campo de visión: %s.
GOODS_TELESCOPE_VISUALFIELDSHARPTYPE_RHOMBUS,rombo
GOODS_TELESCOPE_VISUALFIELDSHARPTYPE_EGG,DanXing
CANNOT_WEAR_IT_LOBBYIST_WIG_1,"No se puede usar, {JOB_LOBBYIST} peluca especial. "
CANNOT_WEAR_IT_LOBBYIST_WIG_2,Esta es una peluca para {JOB_LOBBYIST}.
BAG_IS_FULL,La mochila está llena y no se pueden llevar más artículos.
BAG_ADD,Obtenido en: %s.
BAG_REMOVE,Desechar: %s.
BAG_USE,Uso: %s.
TOP_BUTTON,Botón superior
BOTTOM_BUTTON,Botón inferior
CLEAR_BUTTON,Vaciar el botón
AVATAR_DESCRIPTION_1,"Soy la serpiente, la serpiente fuerte. Soy el mayor de los tres hermanos. "
AVATAR_DESCRIPTION_2,"Soy un pequeño compañero de {NAME_AVATAR_3}. \n correré como las nubes del cielo, con la compañía del viento y la lluvia. \n la casa es muy cálida y me gusta pasear. ¡Vamos a vagar juntos! "
AVATAR_DESCRIPTION_3,"El quinto grado de primaria es una etapa importante en la vida de un estudiante. Además de las cuatro operaciones de matemáticas, ya he empezado a estudiar literatura clásica, música y pintura. "
AVATAR_DESCRIPTION_4,"Como abogado en el tribunal, soy excelente. \n en realidad, antes era futbolista. \n ¿Quién vio mi peluca? "
AVATAR_DESCRIPTION_8,Soy un hombre de negocios y el comercio justo es mi credo.
AVATAR_DESCRIPTION_6,"Soy la serpiente, la serpiente fuerte, la serpiente con armadura. Soy el segundo de los tres hermanos. "
AVATAR_DESCRIPTION_7,"Soy la serpiente, la serpiente fuerte, la serpiente con armadura y brazo robótico. Soy el tercero de los tres hermanos. "
AVATAR_DESCRIPTION_5,La velocidad es la primera prioridad. \n mis aprendices son fuertes. He estado buscando lejos.
AVATAR_DESCRIPTION_9,"Si lo necesitas, puedes hablar conmigo. \n mi perro corre a menudo. ¿Lo ves? "
AVATAR_DESCRIPTION_10,"No somos una plaga, somos flotantes. "
AVATAR_DESCRIPTION_11,No somos una plaga.
AVATAR_DESCRIPTION_12,"No somos una plaga, por el ideal de nosotros. "
AVATAR_DESCRIPTION_13,"No somos una plaga, como lo somos. "
AVATAR_DESCRIPTION_14,No somos una plaga y las túnicas para el viento son muy calientes.
AVATAR_DESCRIPTION_15,No somos una plaga. Un atraco es una experiencia.
AVATAR_DESCRIPTION_16,"No somos una plaga, no miramos al futuro, somos espontáneos. "
AVATAR_DESCRIPTION_17,"No somos una plaga, lástima, es una actitud. "
AVATAR_DESCRIPTION_18,"De origen real, nunca se aventuró fuera de casa. \n yo seré como las estrellas del cielo, universal y fabuloso. Esperamos que nos acompañen los unos a los otros en el largo camino."
AVATAR_DESCRIPTION_19,"La princesa no es una profesión individual, y la princesa también tiene muchos buenos amigos. "
AVATAR_DESCRIPTION_20,Esta operación debe llevarse a cabo en secreto y no debe ser revelada.
AVATAR_DESCRIPTION_21,"No somos una plaga, somos uno en un millón. "
AVATAR_DESCRIPTION_22,"No somos una plaga, somos jóvenes. "
AVATAR_DESCRIPTION_23,"No somos una plaga, hugh, somos una vida. "
AVATAR_DESCRIPTION_24,"No somos una plaga, para, es una vida y también una actitud. "
AVATAR_DESCRIPTION_25,Soy {NAME_1} rey y {NAME_1} bienvenido.
AVATAR_DESCRIPTION_26,Soy {NAME_1} queen y {NAME_1} te doy la bienvenida.
AVATAR_DESCRIPTION_27,Soy la gran princesa y el trono es mío.
AVATAR_DESCRIPTION_28,Debes tener hambre. ¿Quieres comer algo? Dímelo.
AVATAR_DESCRIPTION_29,El servicio es mi propósito. Mi sombrero es muy bonito y no voy a usar esas pelucas.
ADDAVATARFROMSCENE_ADD_TEAM_MEMBERS,El equipo añade nuevos miembros: %s.
ADDSAVEGAMEDATA_ARCHIVE_AVATARLIST_YOU_CANNOT_ADD_TEAM_MEMBERS_REPEATEDLY,No se pueden agregar miembros del equipo repetidamente: %s.
ADDSAVEGAMEDATA_ARCHIVE_AVATARLIST_THE_TEAM_HAS_A_MAXIMUM_OF_AVATAR,Equipo máximo %s personas.
TIPS_STRING_AND_FLAG,", "
NO_JOURNALRECORDBOOK_CAN_NOT_VIEW,"Sin {NAME_AVATAR_31}, no se pueden ver los registros. "
NO_JOURNALRECORDBOOK,No hay {NAME_AVATAR_31}.
NO_BAG_NO_MORE_ITEMS,No es posible llevar más artículos sin {NAME_AVATAR_30}.
NO_BAG,No hay {NAME_AVATAR_30}.
SCENE_CONTENT_1_HOME,Hay una gran fuerza en la casa de {NAME_AVATAR_1}.
SCENE_CONTENT_3_HOME,{NAME_AVATAR_3} tiene mesas en casa y {NAME_AVATAR_31} en la mesa.
SCENE_CONTENT_4_HOME,{NAME_AVATAR_4} la cama de la casa tiene {NAME_AVATAR_30}.
SCENE_CONTENT_3_HOME_COURTYARD,{NAME_AVATAR_3} la casa tiene {NAME_AVATAR_2} en su patio.
SCENE_CONTENT_CHORD_SQUARE,Los pequeños compañeros se reúnen a menudo aquí. \n no se sabe a partir de cuándo algunos árboles se marchitaron y muchas marcas de ruedas aplastadas quedaron en el suelo.
SCENE_CONTENT_STAVE_AVENUE,El camino hacia el frente desconocido. \n se dice que hay varios caminos.
SCENE_CONTENT_HALL_OF_MELODY,Aquí está el palacio de {NAME_1} con muchas habitaciones.
SCENE_CONTENT_CLINKER_VALLEY,"Un lugar de exilio, donde se puede encontrar a los que buscan. "
SCENE_CONTENT_CRACKING_VOICE_RIDGE,"Desierto, jungla densa. "
SCENE_CONTENT_PLAY_CHESS,Prueba donde la suerte está contigo.
WRANGLEDIALOG_1_CONTENT,¿Recogerlo?
WRANGLEDIALOG_1_BUTTON_1,Recoja.
WRANGLEDIALOG_1_BUTTON_2,No recoja.
WRANGLEDIALOG_2_CONTENT,¿Recogerlo?
WRANGLEDIALOG_2_BUTTON_1,Recoja.
WRANGLEDIALOG_2_BUTTON_2,No recoja.
WRANGLEDIALOG_3_CONTENT,¿Abrir la puerta?
WRANGLEDIALOG_3_BUTTON_1,Abre.
WRANGLEDIALOG_3_BUTTON_2,No abra.
WRANGLEDIALOG_3_FUNCTION_1,La puerta se abre.
WRANGLEDIALOG_4_CONTENT,"Lleve {NAME_AVATAR_30} antes de salir, lo que necesita. "
WRANGLEDIALOG_5_CONTENT,{NAME_AVATAR_31} puede registrar muchas cosas y ser testigo de un viaje aventurero.
WRANGLEDIALOG_6_CONTENT,"El mundo fuera de la puerta es peligroso y, al mismo tiempo, lleno de novedades y diversión. "
WRANGLEDIALOG_6_BUTTON_1,Quiero salir a verlo.
WRANGLEDIALOG_7_CONTENT,"Antes de salir, te avisaré. "
WRANGLEDIALOG_7_BUTTON_1,Te escucho.
WRANGLEDIALOG_8_CONTENT,El desafío está en todas partes.
WRANGLEDIALOG_8_BUTTON_1,Estoy listo.
WRANGLEDIALOG_9_CONTENT,Siento que puedo ser más fuerte.
WRANGLEDIALOG_9_BUTTON_1,Ya eres fuerte.
WRANGLEDIALOG_9_BUTTON_2,¿Puede ser más fuerte?
WRANGLEDIALOG_10_CONTENT,Siempre sentí que una gran fuerza me esperaba.
WRANGLEDIALOG_10_BUTTON_1,Escucha.
WRANGLEDIALOG_10_BUTTON_2,La gran fuerza hace esperar.
WRANGLEDIALOG_11_CONTENT,Esta fuerza me hace sentir desde hace mucho tiempo.
WRANGLEDIALOG_11_BUTTON_1,¿Hace mucho tiempo?
WRANGLEDIALOG_11_BUTTON_2,Lo encontrarás.
WRANGLEDIALOG_12_CONTENT,¿Nos vamos a la aventura juntos?
WRANGLEDIALOG_12_BUTTON_1,¡Únete a nuestro equipo!
WRANGLEDIALOG_12_BUTTON_2,Espere.
GOODS_DESCRIPTION_13,"Estimado {NAME_AVATAR_3} : \n mi cumpleaños se acerca y te invito a mi fiesta de cumpleaños. Ven a verme en {SCENE_NAME_HALL_OF_MELODY} al norte de {SCENE_NAME_STAVE_AVENUE}. \n se ha ido por un tiempo, te extrañamos mucho y esperamos la fiesta con usted. \n{NAME_AVATAR_19}, tu compañero de clase {NAME_AVATAR_19}."
WRANGLEDIALOG_13_CONTENT,"{PLAY_CHESS_NAME} el éxito abre la puerta. \n sin embargo, esto es solo una enseñanza. {PLAY_CHESS_NAME} falla y puede volver a abrir la puerta."
WRANGLEDIALOG_13_1_CONTENT,"Las cosas que han sido conversadas, pueden ser directamente {PLAY_CHESS_NAME}, más alto que la prueba. \n{PLAY_CHESS_NAME} es el equipo. Hay ocasiones en que los jugadores que están en la primera fila obtendrán resultados diferentes."
WRANGLEDIALOG_13_BUTTON_1,Vamos.
WRANGLEDIALOG_14_CONTENT,Siempre quiero encontrarlos.
WRANGLEDIALOG_15_CONTENT,Como si no estuviera lejos.
WRANGLEDIALOG_16_CONTENT,¿Los encontraré?
WRANGLEDIALOG_17_CONTENT,"Sin embargo, todavía necesitamos {PLAY_CHESS_NAME}. Me gustan los compañeros fuertes."
WRANGLEDIALOG_18_CONTENT,¿Más tarde?
WRANGLEDIALOG_18_BUTTON_1,¿Qué sucede cuando falla?
WRANGLEDIALOG_19_CONTENT,"No te preocupes, vuelve a fallar."
WRANGLEDIALOG_19_BUTTON_1,"Bien, empecemos."
WRANGLEDIALOG_20_CONTENT,¿Vienes a jugar conmigo?
WRANGLEDIALOG_20_BUTTON_1,Sí.
WRANGLEDIALOG_20_1_CONTENT,Vámonos.
WRANGLEDIALOG_20_2_CONTENT,Eso es.
WRANGLEDIALOG_20_3_CONTENT,¿Recuerdas {NAME_AVATAR_19}?
WRANGLEDIALOG_20_3_BUTTON,Un poco impresionado.
WRANGLEDIALOG_20_4_CONTENT,Es mi compañera de escuela primaria.
WRANGLEDIALOG_20_5_CONTENT,Hace tiempo que no la veo.
WRANGLEDIALOG_20_6_CONTENT,Me acordé de que era su cumpleaños.
WRANGLEDIALOG_20_6_BUTTON,¿Es tu novia?
WRANGLEDIALOG_20_7_CONTENT,"En realidad, sólo somos compañeros de clase."
WRANGLEDIALOG_20_8_CONTENT,Amistad de compañeros de clase.
WRANGLEDIALOG_20_8_BUTTON,La pregunta es tan simple.
WRANGLEDIALOG_20_9_CONTENT,¿Cómo se llama?
WRANGLEDIALOG_20_9_BUTTON,Muy bien.
WRANGLEDIALOG_21_CONTENT,"Sin embargo, necesitamos {PLAY_CHESS_NAME} antes de salir. También es una oportunidad para aprender."
WRANGLEDIALOG_21_BUTTON_1,"Bien, empecemos."
WRANGLEDIALOG_22_CONTENT,¿Qué quieres de mí?
WRANGLEDIALOG_22_BUTTON_1,¿Has estado ocupado últimamente?
WRANGLEDIALOG_23_CONTENT,"Antes de partir, me gustaría probar las resoluciones de todos."
WRANGLEDIALOG_23_BUTTON_1,"Bien, empecemos."
WRANGLEDIALOG_24_CONTENT,¿Adónde?
WRANGLEDIALOG_24_BUTTON_1,Salir a la aventura.
WRANGLEDIALOG_24_1_CONTENT,Sal a la aventura y llévame.
WRANGLEDIALOG_24_1_BUTTON_1,Vamos juntos.
