stringKey,stringContent
STARTGAMEPANEL_ARCHIVE_NEW_GAME,Nowa gra
STARTGAMEPANEL_ARCHIVE_CLEAR,Usunąć
STARTGAMEPANEL_ARCHIVE_CLEAR_DOUBLE_CONFIRMATION,Usuń archiwum %s drugie potwierdzenie
PANEL_BUTTON_OK,Czy na pewno
PANEL_BUTTON_CANCEL,Anuluj
PANEL_BUTTON_CLOSE,Zamknięcie systemu
OPTIONPANEL_COMMONLABEL31TITLE,Opcje interfejsu
OPTIONPANEL_COMMONBUTTONLANGUAGE,Wybierz język
OPTIONPANEL_COMMONLABELVIDEORESOLUTIONRATIO,Rozdzielczość obrazu:
OPTIONPANEL_COMMONLABELFULLSCREEN,Pełny ekran:
OPTIONPANEL_COMMONLABELWINDOWSTRETCH,Rozciągnąć:
OPTIONPANEL_COMMONLABELMUSIC,Muzyka:
OPTIONPANEL_COMMONLABELSOUNDEFFECT,Efekt dźwiękowy:
OPTIONPANEL_COMMONLABELVIDEORESOLUTIONRATIO_2,1280x720
OPTIONPANEL_COMMONLABELVIDEORESOLUTIONRATIO_3,1920x1080
OPTIONPANEL_COMMONLABELVIDEORESOLUTIONRATIO_SCREEN_RESOLUTION,Rozdzielczość ekranu
OPTIONPANEL_COMMONLABELLANGUAGE,Język:
OPTIONPANEL_COMMONBUTTONDEFAULT,Domyślny
OPTIONPANEL_COMMONBUTTONRETURNTOHUBSCENE,Powrót do lobby
OPTIONPANEL_COMMONBUTTONEXITGAME,Wyjdź z gry
OPTIONPANEL_COMMONBUTTONRETURNTOGAME,Powrót do gry
OPTIONPANEL_GENERAL,Ogólne
OPTIONPANEL_KEYBOARD,Naciśnięcie
OPTIONPANEL_KEYBOARD_MOVE,Ruszać:
OPTIONPANEL_KEYBOARD_MOVE_CONTENT,ADSW (lub ←→↓↑)
OPTIONPANEL_KEYBOARD_INTERACTION_TALK,{DOWNPANEL_CONTROLINTERACTION_COMMONTEXTUREBUTTONINTERACTION1}/{DOWNPANEL_CONTROLINTERACTION_COMMONTEXTUREBUTTONINTERACTION1_TALK}:
OPTIONPANEL_KEYBOARD_INTERACTION_TALK_CONTENT,E
OPTIONPANEL_KEYBOARD_PLAY_CHESS,Gra:
OPTIONPANEL_KEYBOARD_PLAY_CHESS_CONTENT,"P (Kliknij lewym przyciskiem myszy, aby kontynuować) "
OPTIONPANEL_KEYBOARD_SELECT_CHARACTER,Wybierz rolę:
OPTIONPANEL_KEYBOARD_SELECT_CHARACTER_CONTENT,1，2，3，4，5，6，7，8，9，0
OPTIONPANEL_KEYBOARD_BAG,Plecak:
OPTIONPANEL_KEYBOARD_BAG_CONTENT,B
OPTIONPANEL_KEYBOARD_JOURNAL_RECORD,Notatnik:
OPTIONPANEL_KEYBOARD_JOURNAL_RECORD_CONTENT,"J (Page Up, PageDown) "
OPTIONPANEL_KEYBOARD_OPTIONS_SCREEN,Opcje interfejsu:
OPTIONPANEL_KEYBOARD_OPTIONS_SCREEN_CONTENT,O
OPTIONPANEL_ABOUT,O
OPTIONPANEL_ABOUT_NAME_OF_THE_GAME,Nazwa gry: {NAME_GAME_NAME}.
OPTIONPANEL_ABOUT_VERSION,Wersja: %s.
OPTIONPANEL_ABOUT_COPYRIGHT_AND_DEVELOPMENT,Opis: %s.
OPTIONPANEL_ABOUT_CONTACT,Kontakt: %s.
OPTIONPANEL_ABOUT_CONTACT_COPY,kopiować
OPTIONPANEL_ABOUT_THANKS,"Dzięki: Dziękuję mojej rodzinie, bez ich wsparcia ta gra nie byłaby możliwa. "
LANGUAGEPANEL_COMMONLABEL31TITLE,Wybierz język
TIME_YEAR,rok
TIME_MONTH,miesiąc
TIME_DAY,dzień
TIME_HOUR,Godzina
TIME_MINUTE,dzielić
TIME_SECOND,sekunda
BOOTSCENE_STARTING_STRING1,Początkowy
BOOTSCENE_STARTING_STRING2,Początkowy.
BOOTSCENE_STARTING_STRING3,Początkowy:
BOOTSCENE_STARTING_STRING4,Początkowy...
DAYNIGHTPANEL_COMMONLABELDAYSNUMBER,Dni %s
DAYNIGHTPANEL_FIRSTSTARTNIGHT,Robi się ciemno.
CURRENTSCENESHOWNAME_ENTER,Wprowadź %s.
JOURNALRECORDPANEL_COMMONLABEL31TITLE,{NAME_AVATAR_31}
JOURNALRECORDPANEL_CONTROLPAGING_TITLEBUTTON20AVATAR,Rola
JOURNALRECORDPANEL_CONTROLPAGING_TITLEBUTTON20BAG,Towar
JOURNALRECORDPANEL_CONTROLPAGING_TITLEBUTTON20SCENE,Miejsce
JOURNALRECORDPANEL_CONTROLPAGING_TITLEBUTTON20TASK,Podróż
JOURNALRECORDPANEL_PLAY_CHESS_POINTS,Liczba punktów: %s do %s.
DOWNPANEL_CONTROLWRANGLEDIALOG_COMMONBUTTONWRANGLEDIALOGCONTINUE,Kontynuuj...
DOWNPANEL_WRANGLEDIALOGBUTTON_STRINGFLAG,：
UI_INPUT_ACTION_EVENT_TYPE_COMMONBUTTONITEM_TEXTUREBUTTON1_PRESSED_EVENT_IN_CD,Chłodzenie.
AVATAR_CAN_NOT_MOVE,Nie można się ruszyć.
AVATAR_HAD_EQUIP,Już zużyte: %s.
AVATAR_HAD_EQUIP2,Już zużyty.
DOWNPANEL_CONTROLINTERACTION_COMMONTEXTUREBUTTONINTERACTION1,Z kolei
DOWNPANEL_CONTROLINTERACTION_COMMONTEXTUREBUTTONINTERACTION1_TALK,Mówić
DOWNPANEL_CONTROLINTERACTION_COMMONTEXTUREBUTTONPLAYCHESS1,{PLAY_CHESS_NAME}
DOWNPANEL_CONTROLBAGUSE_COMMONBUTTON13BAGUSE,używać
DOWNPANEL_CONTROLBAGUSE_COMMONBUTTON13DISCARD,wyrzucić
DOWNPANEL_WRANGLEDIALOG_ASK_DISCARD,Wyrzucić %s?
DOWNPANEL_WRANGLEDIALOG_ASK_DISCARD_YES,wyrzucić
DOWNPANEL_WRANGLEDIALOG_ASK_DISCARD_NO,Zachować
DOWNPANEL_CONTROLBAGUSE_COMMONBUTTON13CHECK,Widok
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_1,Popioły odchodzą i palą się po obejrzeniu.
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_2,Wyczyszczone.
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_3,Czysty.
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_4,Pusty.
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_5,Pusty.
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_6,Pusty.
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_7,"Puste, puste, puste. "
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_8,"Puste, puste, puste. "
CHESSPANEL1_PLAYCHESS_START,Uruchamia się {PLAY_CHESS_NAME}
CHESSPANEL1_PLAYCHESS_SUCCESS,{PLAY_CHESS_NAME} powiodło się
CHESSPANEL1_PLAYCHESS_FAILURE,{PLAY_CHESS_NAME} nie powiodło się
CHESSPANEL1_COMMONBUTTONCONTINUE,Kontynuuj
CHESSPANEL1_MOUSECLICKCONTINUE,"(Kliknij lewym przyciskiem myszy w dowolnym miejscu, aby kontynuować) "
CHESSPANEL1_POINTS,%s Liczba punktów: %s.
SLOGAN_NEW_DAY_1,Zaczyna się nowy dzień.
SLOGAN_NEW_DAY_2,Zaczyna się dzień przygody.
SLOGAN_NEW_DAY_3,Nowy dzień.
SLOGAN_NEW_DAY_4,Dzień pełen przygód.
SLOGAN_NEW_DAY_5,To długa droga.
SLOGAN_NEW_DAY_6,"To długa droga, gotowa do drogi. "
SLOGAN_NEW_DAY_7,Gotowy do pracy.
SLOGAN_NEW_DAY_8,Chodźmy.
SLOGAN_AVATAR_DEAD_1,"Noc pożera tych, którzy nie boją się ciemności. "
SLOGAN_AVATAR_DEAD_2,"Jest ciemno, a ty jesteś pochłonięty przez noc. "
NAVIGATIONMANAGER_NOT_VALID_PATH_END_POSITION,Nieprawidłowe miejsce docelowe.
NAVIGATIONMANAGER_END_OBSTRUCTIONS_NEARBY,"Zatrzymaj automatyczne znajdowanie drogi, w pobliżu są przeszkody. "
GOODS_DESCRIPTION_1,Dzięki temu butowi możliwe jest automatyczne chodzenie.
GOODS_DESCRIPTION_2,"Patrz dalej, zwłaszcza w słabo oświetlonych miejscach. "
GOODS_DESCRIPTION_3,Powinno to być {GOODS_NAME_3} z {JOB_LOBBYIST}.
GOODS_DESCRIPTION_4,Powinno to być {GOODS_NAME_4} z {JOB_LOBBYIST}.
GOODS_DESCRIPTION_5,Powinno to być {GOODS_NAME_5} z {JOB_LOBBYIST}.
GOODS_DESCRIPTION_6,Powinno to być {GOODS_NAME_6} z {JOB_LOBBYIST}.
GOODS_DESCRIPTION_7,Powinno to być {GOODS_NAME_7} z {JOB_LOBBYIST}.
GOODS_DESCRIPTION_8,Powinno to być {GOODS_NAME_8} z {JOB_LOBBYIST}.
GOODS_DESCRIPTION_9,Powinno to być {GOODS_NAME_9} z {JOB_LOBBYIST}.
GOODS_DESCRIPTION_10,Powinno to być {GOODS_NAME_10} z {JOB_LOBBYIST}.
GOODS_DESCRIPTION_11,"Plecak może pomieścić wiele przedmiotów, niezbędne narzędzie do wypraw przygodowych, wędrówek. "
GOODS_DESCRIPTION_12,"Zapisz to, co widzisz, słyszysz, spotykasz i czujesz po drodze. \n{NAME_AVATAR_31} ma 4 paginacje:\n{JOURNALRECORDPANEL_CONTROLPAGING_TITLEBUTTON20AVATAR} Pagination, która opisuje informacje o członkach zespołu. \n{JOURNALRECORDPANEL_CONTROLPAGING_TITLEBUTTON20BAG} Pagination, opis zawartości plecaka. \n{JOURNALRECORDPANEL_CONTROLPAGING_TITLEBUTTON20SCENE} paginacja w celu rejestrowania odwiedzonych miejsc. \n{JOURNALRECORDPANEL_CONTROLPAGING_TITLEBUTTON20TASK} paginacja, rzeczy, z którymi rozmawiano, zostaną nagrane. "
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_1,But to para butów?
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_2,Lewa stopa i prawa stopa to jeden but?
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_3,Gdzie umieścić baterię?
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_4,Nie znaleziono przełącznika.
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_5,Gdzie jest przełącznik?
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_6,Już założone.
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_7,Możesz znaleźć drogę automatycznie.
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_8,Tym razem się nie zgubisz.
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_9,Dokąd zmierzamy?
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_10,Chcę gdzieś pojechać.
GOODSUSEFUNCTION_PUTONEQUIP_TELESCOPE_1,Spójrz dalej.
GOODSUSEFUNCTION_PUTONEQUIP_TELESCOPE_2,Lepsza widoczność.
GOODSADDFUNCTION_TELESCOPE_1,"Nowe umiejętności, jasnowidzenie. "
GOODSADDFUNCTION_TELESCOPE_2,"Nie jasnowidzenie, dziesięć metrów zdecydowanie tam jest. "
GOODSREMOVEFUNCTION_TELESCOPE_1,Nie mogę patrzeć dalej.
GOODSREMOVEFUNCTION_TELESCOPE_2,Niewygodne w noszeniu?
GOODSUSEFUNCTION_PUTONEQUIP_WIG_1,W dobrych nastrojach.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_2,Qi Yu Xuanang.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_3,Yushu Linfeng.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_4,Trzymaj klatkę piersiową wysoko.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_5,Specjalistyczne.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_6,"Mężczyźni za włosy, konie za siodło. "
GOODSUSEFUNCTION_PUTONEQUIP_WIG_7,Może być intelektualny impuls.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_8,Inteligencja +1.
GOODSADDFUNCTION_WIG_1,Dobre rzeczy.
GOODSADDFUNCTION_WIG_2,W końcu go znalazłem.
GOODSADDFUNCTION_WIG_3,Nieźle.
GOODSADDFUNCTION_WIG_OTHER_1,Peruka?
GOODSADDFUNCTION_WIG_OTHER_2,Peruki powinny być noszone na {JOB_LOBBYIST}.
GOODSADDFUNCTION_WIG_OTHER_3,{JOB_LOBBYIST} peruk?
GOODSREMOVEFUNCTION_WIG_1,Inteligencja -1.
GOODSREMOVEFUNCTION_WIG_2,Zimna głowa.
GOODSREMOVEFUNCTION_WIG_3,To nieprofesjonalne uczucie.
GOODSREMOVEFUNCTION_WIG_4,Odczuwalny jest spadek inteligencji.
GOODSREMOVEFUNCTION_WIG_5,Spalona peruka jest taka sama jak spalone włosy.
GOODSREMOVEFUNCTION_WIG_6,Nie szkoda wyrzucać peruk.
GOODSREMOVEFUNCTION_WIG_7,Jest profesjonalistą bez peruki.
GOODSREMOVEFUNCTION_WIG_8,Profesjonalizm nie może polegać na perukach.
GOODSADDFUNCTION_FOOT_1,"Teraz wiem, jak iść. "
GOODSADDFUNCTION_FOOT_2,Czy ten but jest tak zaawansowany? Potrafi nawigować?
GOODSADDFUNCTION_FOOT_3,Czy ten but potrzebuje mocy do nawigacji?
GOODSADDFUNCTION_FOOT_4,Czy to nawigacja do rzucania butami?
GOODSADDFUNCTION_FOOT_5,"Jak iść, dowiesz się z butami. "
GOODSREMOVEFUNCTION_FOOT_1,Boso.
GOODSREMOVEFUNCTION_FOOT_2,Nie można już nawigować.
GOODSREMOVEFUNCTION_FOOT_3,"Buty, które zostały wyrzucone, po prostu zniknęły; Zgubiona nawigacja, krok po kroku na własną rękę. "
GOODS_IN_USE,W użyciu.
GOODS_UNUSED,Nieużywany.
GOODS_TELESCOPE_VISUALFIELDDISTANCE,Pole widzenia: %s.
GOODS_TELESCOPE_VISUALFIELDSHARPTYPE,Kształt pola widzenia: %s.
GOODS_TELESCOPE_VISUALFIELDSHARPTYPE_RHOMBUS,Pastylki
GOODS_TELESCOPE_VISUALFIELDSHARPTYPE_EGG,W kształcie jajka
CANNOT_WEAR_IT_LOBBYIST_WIG_1,"Nie można nosić, {JOB_LOBBYIST} ekskluzywnej peruki. "
CANNOT_WEAR_IT_LOBBYIST_WIG_2,To jest peruka dla {JOB_LOBBYIST}.
BAG_IS_FULL,Plecak jest pełny i nie można nosić więcej przedmiotów.
BAG_ADD,Pobierz: %s.
BAG_REMOVE,Wyrzucić: %s.
BAG_USE,Zastosowanie: %s.
TOP_BUTTON,Górny przycisk
BOTTOM_BUTTON,dolny przycisk
CLEAR_BUTTON,Przycisk Wyczyść
AVATAR_DESCRIPTION_1,"Jestem wężem, silnym wężem. Jestem najstarszym z trzech braci. "
AVATAR_DESCRIPTION_2,"Jestem małym kumplem {NAME_AVATAR_3}. Będę biegł jak chmury na niebie, przy akompaniamencie wiatru i deszczu. \nDom jest bardzo ciepły, lubię też wędrować, chodźmy razem na wędrówkę! "
AVATAR_DESCRIPTION_3,"Piąta klasa szkoły podstawowej jest ważnym etapem nauki w życiu ucznia, a oprócz czterech operacji z matematyki zacząłem już studiować literaturę klasyczną, muzykę i malarstwo. "
AVATAR_DESCRIPTION_4,"Jako prawnik, w sądzie, jestem doskonały. Właściwie to wcześniej byłem piłkarzem. Kto widział moją perukę? "
AVATAR_DESCRIPTION_8,"Jestem biznesmenem, a sprawiedliwy handel jest moim credo. "
AVATAR_DESCRIPTION_6,"Jestem wężem, silnym wężem, wężem w zbroi. Jestem drugi wśród trzech braci. "
AVATAR_DESCRIPTION_7,"Jestem wężem, silnym wężem, wężem ze zbroją i mechanicznymi ramionami. Jestem trzeci wśród trzech braci. "
AVATAR_DESCRIPTION_5,Szybkość jest najważniejsza. Moi uczniowie są silni. Zawsze szukam odległych miejsc.
AVATAR_DESCRIPTION_9,"Jeśli potrzebujesz, porozmawiaj ze mną. \nMój pies często biega, widzisz to? "
AVATAR_DESCRIPTION_10,"Nie jesteśmy szkodnikami, unosimy się. "
AVATAR_DESCRIPTION_11,"Nie jesteśmy szkodnikami, żyjemy. "
AVATAR_DESCRIPTION_12,"Nie jesteśmy szkodnikami, jak dla nas idealnie. "
AVATAR_DESCRIPTION_13,"Nie jesteśmy szkodnikami, tak bardzo nas kochamy. "
AVATAR_DESCRIPTION_14,"Nie jesteśmy szkodnikami, a płaszcz schronienia przed wiatrem jest ciepły. "
AVATAR_DESCRIPTION_15,"Nie jesteśmy szkodnikami, nieszczęście jest doświadczeniem. "
AVATAR_DESCRIPTION_16,"Nie jesteśmy szkodnikami, nie patrzymy w przyszłość, jesteśmy naturalnie przypadkowi. "
AVATAR_DESCRIPTION_17,"Nie jesteśmy szkodnikami, litością, postawą. "
AVATAR_DESCRIPTION_18,"Urodzony w rodzinie królewskiej, nigdy nie wyruszył na przygodę. Chcę być jak gwiazdy na niebie, wszechświat jest ogromny i rozległy. Cieszymy się, że będziemy ze sobą w długiej podróży."
AVATAR_DESCRIPTION_19,"Księżniczki nie są jednoosobowym zawodem, a księżniczki mają również wielu dobrych przyjaciół. "
AVATAR_DESCRIPTION_20,Operacja ta musi być przeprowadzona w tajemnicy i nie może być ujawniona.
AVATAR_DESCRIPTION_21,"Nie jesteśmy szkodnikami, jesteśmy jednym na milion. "
AVATAR_DESCRIPTION_22,"Nie jesteśmy szkodnikami, jesteśmy młodzi i obiecujący. "
AVATAR_DESCRIPTION_23,"Nie jesteśmy szkodnikami, naprawa, to rodzaj życia. "
AVATAR_DESCRIPTION_24,"Nie jesteśmy szkodnikami, jesteśmy życiem i postawą. "
AVATAR_DESCRIPTION_25,Jestem królem {NAME_1} i witam w {NAME_1}.
AVATAR_DESCRIPTION_26,Jestem Królową {NAME_1} i {NAME_1} wita was.
AVATAR_DESCRIPTION_27,"Jestem najstarszą księżniczką, a tron jest mój. "
AVATAR_DESCRIPTION_28,"Musisz być głodny, chcesz coś zjeść? Powiedz mi. "
AVATAR_DESCRIPTION_29,"Służba jest moim celem. Mój kapelusz jest piękny, nie potrzebuję tych peruk. "
ADDAVATARFROMSCENE_ADD_TEAM_MEMBERS,Dodaj nowego członka do zespołu: %s.
ADDSAVEGAMEDATA_ARCHIVE_AVATARLIST_YOU_CANNOT_ADD_TEAM_MEMBERS_REPEATEDLY,Nie można wielokrotnie dodawać członków zespołu: %s.
ADDSAVEGAMEDATA_ARCHIVE_AVATARLIST_THE_TEAM_HAS_A_MAXIMUM_OF_AVATAR,Zespół składa się maksymalnie z %s osób.
TIPS_STRING_AND_FLAG,，
NO_JOURNALRECORDBOOK_CAN_NOT_VIEW,Bez {NAME_AVATAR_31} rekord nie będzie mógł zostać wyświetlony.
NO_JOURNALRECORDBOOK,Nie ma {NAME_AVATAR_31}.
NO_BAG_NO_MORE_ITEMS,Bez {NAME_AVATAR_30} nie możesz nosić więcej.
NO_BAG,Nie ma {NAME_AVATAR_30}.
SCENE_CONTENT_1_HOME,Dom {NAME_AVATAR_1} ma potężną siłę.
SCENE_CONTENT_3_HOME,"W domu użytkownika {NAME_AVATAR_3} znajduje się stół, a na stole znajduje się {NAME_AVATAR_31}. "
SCENE_CONTENT_4_HOME,{NAME_AVATAR_4} ma {NAME_AVATAR_30} na łóżku w domu.
SCENE_CONTENT_3_HOME_COURTYARD,{NAME_AVATAR_3} ma {NAME_AVATAR_2} na podwórzu domu.
SCENE_CONTENT_CHORD_SQUARE,"Często zbierają się tu przyjaciele. Nie wiem, kiedy niektóre drzewa uschły i było wiele śladów kół biegnących po ziemi. "
SCENE_CONTENT_STAVE_AVENUE,"Droga w nieznane przed nami. Mówi się, że jest tu kilka szlaków. "
SCENE_CONTENT_HALL_OF_MELODY,To jest pałac {NAME_1} z dużą ilością pokoi.
SCENE_CONTENT_CLINKER_VALLEY,"Ziemie Wygnańców, gdzie możesz znaleźć osobę, której szukasz. "
SCENE_CONTENT_CRACKING_VOICE_RIDGE,Jałowe góry i gęsta dżungla.
SCENE_CONTENT_PLAY_CHESS,"Gdzie konkurować, powodzenia jest z tobą. "
WRANGLEDIALOG_1_CONTENT,Podnieść?
WRANGLEDIALOG_1_BUTTON_1,Podnieść.
WRANGLEDIALOG_1_BUTTON_2,Nie odbierać.
WRANGLEDIALOG_2_CONTENT,Podnieść?
WRANGLEDIALOG_2_BUTTON_1,Podnieść.
WRANGLEDIALOG_2_BUTTON_2,Nie odbierać.
WRANGLEDIALOG_3_CONTENT,Otworzyć drzwi?
WRANGLEDIALOG_3_BUTTON_1,Otwórz go.
WRANGLEDIALOG_3_BUTTON_2,Nie otwiera się.
WRANGLEDIALOG_3_FUNCTION_1,Drzwi się otworzyły.
WRANGLEDIALOG_4_CONTENT,"Przynieś {NAME_AVATAR_30} przed wyjściem, to, czego potrzebujesz. "
WRANGLEDIALOG_5_CONTENT,{NAME_AVATAR_31} może nagrywać wiele rzeczy i być świadkiem podróży pełnej przygód.
WRANGLEDIALOG_6_CONTENT,"Świat za drzwiami jest niebezpieczny, ale także pełen nowości i zabawy. "
WRANGLEDIALOG_6_BUTTON_1,Chcę wyjść i zobaczyć.
WRANGLEDIALOG_7_CONTENT,"Zanim wyjdę, chcę wam powiedzieć. "
WRANGLEDIALOG_7_BUTTON_1,Słucham.
WRANGLEDIALOG_8_CONTENT,Wyzwania są wszędzie.
WRANGLEDIALOG_8_BUTTON_1,Jestem gotowy.
WRANGLEDIALOG_9_CONTENT,"Czuję, że mogę być silniejszy. "
WRANGLEDIALOG_9_BUTTON_1,Jesteś już silny.
WRANGLEDIALOG_9_BUTTON_2,Czy może być silniejszy?
WRANGLEDIALOG_10_CONTENT,"Zawsze czułem, że czeka na mnie potężna siła. "
WRANGLEDIALOG_10_BUTTON_1,Powiedz to i posłuchaj.
WRANGLEDIALOG_10_BUTTON_2,"Wielka moc, na którą czekamy. "
WRANGLEDIALOG_11_CONTENT,"Ta moc sprawiła, że poczułem się, jakby istniała od dawna. "
WRANGLEDIALOG_11_BUTTON_1,Czy to było dawno temu?
WRANGLEDIALOG_11_BUTTON_2,Znajdziesz go.
WRANGLEDIALOG_12_CONTENT,Czy wyruszymy razem na przygodę?
WRANGLEDIALOG_12_BUTTON_1,Dołącz do naszego zespołu!
WRANGLEDIALOG_12_BUTTON_2,I tak dalej.
GOODS_DESCRIPTION_13,"Drogi {NAME_AVATAR_3}:\nMoje urodziny nadchodzą, moje przyjęcie urodzinowe zaprasza na to, przyjdź i znajdź mnie w {SCENE_NAME_HALL_OF_MELODY} na północ od {SCENE_NAME_STAVE_AVENUE}. Nie było mnie przez jakiś czas, tak bardzo za tobą tęsknię i nie mogę się doczekać spotkania z tobą. \n{NAME_AVATAR_19}, twój kolega z klasy {NAME_AVATAR_19}."
WRANGLEDIALOG_13_CONTENT,"{PLAY_CHESS_NAME} Sukces otwiera drzwi. Ale to tylko samouczek, {PLAY_CHESS_NAME} awaria może nadejść i ponownie otworzyć drzwi."
WRANGLEDIALOG_13_1_CONTENT,"Rzeczy, o których rozmawiano, mogą być bezpośrednio {PLAY_CHESS_NAME} i starać się być wyżej. \n{PLAY_CHESS_NAME} to zespół, a czasami członkowie zespołu, którzy są na początku linii, będą mieli różne wyniki."
WRANGLEDIALOG_13_BUTTON_1,Chodźmy.
WRANGLEDIALOG_14_CONTENT,Zawsze chcę je znaleźć.
WRANGLEDIALOG_15_CONTENT,Jakby nie było daleko.
WRANGLEDIALOG_16_CONTENT,Czy je znajdę?
WRANGLEDIALOG_17_CONTENT,"Jednak nadal potrzebujemy {PLAY_CHESS_NAME}, a ja lubię silnych towarzyszy."
WRANGLEDIALOG_18_CONTENT,Czekać?
WRANGLEDIALOG_18_BUTTON_1,"Co się stanie, jeśli ci się nie uda?"
WRANGLEDIALOG_19_CONTENT,"Bądźcie pewni, porażka powróci."
WRANGLEDIALOG_19_BUTTON_1,"Cóż, zacznijmy."
WRANGLEDIALOG_20_CONTENT,Przyszedłeś się ze mną bawić?
WRANGLEDIALOG_20_BUTTON_1,Och tak.
WRANGLEDIALOG_20_1_CONTENT,Chodźmy.
WRANGLEDIALOG_20_2_CONTENT,Zgadza się.
WRANGLEDIALOG_20_3_CONTENT,Pamiętasz {NAME_AVATAR_19}?
WRANGLEDIALOG_20_3_BUTTON,Trochę pod wrażeniem.
