stringKey,stringContent
STARTGAMEPANEL_COMMONBUTTON31OPTION,Opsi
STARTGAMEPANEL_COMMONBUTTON31EXITGAME,Meninggalkan
STARTGAMEPANEL_COMMONLABELARCHIVE,arsip
STARTGAMEPANEL_ARCHIVE_NEW_GAME,Permainan baru
STARTGAMEPANEL_ARCHIVE_CLEAR,hapus
STARTGAMEPANEL_ARCHIVE_CLEAR_DOUBLE_CONFIRMATION,Hapus arsip %s dikonfirmasi ulang
PANEL_BUTTON_OK,Uakin
PANEL_BUTTON_CANCEL,Batalkan
PANEL_BUTTON_CLOSE,Menutup
OPTIONPANEL_COMMONLABEL31TITLE,Antarmuka opsi
OPTIONPANEL_COMMONBUTTONLANGUAGE,Memilih bahasa
OPTIONPANEL_COMMONLABELVIDEORESOLUTIONRATIO,Resolusi gambar:
OPTIONPANEL_COMMONLABELFULLSCREEN,Layar penuh:
OPTIONPANEL_COMMONLABELWINDOWSTRETCH,Gambar ditarik:
OPTIONPANEL_COMMONLABELMUSIC,Music:
OPTIONPANEL_COMMONLABELSOUNDEFFECT,Efek suara:
OPTIONPANEL_COMMONLABELVIDEORESOLUTIONRATIO_2,1280x720
OPTIONPANEL_COMMONLABELVIDEORESOLUTIONRATIO_3,1920x1080
OPTIONPANEL_COMMONLABELVIDEORESOLUTIONRATIO_SCREEN_RESOLUTION,Resolusi layar
OPTIONPANEL_COMMONLABELLANGUAGE,Bahasa:
OPTIONPANEL_COMMONBUTTONDEFAULT,Standar
OPTIONPANEL_COMMONBUTTONRETURNTOHUBSCENE,Kembali ke aula
OPTIONPANEL_COMMONBUTTONEXITGAME,Meninggalkan permainan
OPTIONPANEL_COMMONBUTTONRETURNTOGAME,Kembali bermain
OPTIONPANEL_GENERAL,Biasanya
OPTIONPANEL_KEYBOARD,Tombol
OPTIONPANEL_KEYBOARD_MOVE,Pindah:
OPTIONPANEL_KEYBOARD_MOVE_CONTENT,ADSW (atau ←→↓↑)
OPTIONPANEL_KEYBOARD_INTERACTION_TALK,{DOWNPANEL_CONTROLINTERACTION_COMMONTEXTUREBUTTONINTERACTION1}/{DOWNPANEL_CONTROLINTERACTION_COMMONTEXTUREBUTTONINTERACTION1_TALK}:
OPTIONPANEL_KEYBOARD_INTERACTION_TALK_CONTENT,E
OPTIONPANEL_KEYBOARD_PLAY_CHESS,Lawan:
OPTIONPANEL_KEYBOARD_PLAY_CHESS_CONTENT,P (tombol tetikus kiri klik di mana saja untuk melanjutkan)
OPTIONPANEL_KEYBOARD_SELECT_CHARACTER,Pilih peran:
OPTIONPANEL_KEYBOARD_SELECT_CHARACTER_CONTENT,"1,2,3,4,5,6,7,8,9,0 "
OPTIONPANEL_KEYBOARD_BAG,Ransel:
OPTIONPANEL_KEYBOARD_BAG_CONTENT,B
OPTIONPANEL_KEYBOARD_JOURNAL_RECORD,Notepad:
OPTIONPANEL_KEYBOARD_JOURNAL_RECORD_CONTENT,"J (membalikkan halaman: PageUp, PageDown) "
OPTIONPANEL_KEYBOARD_OPTIONS_SCREEN,Antarmuka opsi:
OPTIONPANEL_KEYBOARD_OPTIONS_SCREEN_CONTENT,O
OPTIONPANEL_ABOUT,Tentang
OPTIONPANEL_ABOUT_NAME_OF_THE_GAME,Nama permainan: {NAME_GAME_NAME}.
OPTIONPANEL_ABOUT_VERSION,Versi: %s.
OPTIONPANEL_ABOUT_COPYRIGHT_AND_DEVELOPMENT,Deskripsi: %s.
OPTIONPANEL_ABOUT_CONTACT,Kontak: %s.
OPTIONPANEL_ABOUT_CONTACT_COPY,salin
OPTIONPANEL_ABOUT_THANKS,"Terima kasih kepada keluarga saya, tanpa dukungan mereka, tidak akan ada permainan ini. "
LANGUAGEPANEL_COMMONLABEL31TITLE,Pilih bahasa
TIME_YEAR,tahun
TIME_MONTH,bulan
TIME_DAY,tanggal
TIME_HOUR,ketika
TIME_MINUTE,Poin.
TIME_SECOND,detik
BOOTSCENE_STARTING_STRING1,Memulai.
BOOTSCENE_STARTING_STRING2,Memulai.
BOOTSCENE_STARTING_STRING3,Mulai..
BOOTSCENE_STARTING_STRING4,Memulai …
DAYNIGHTPANEL_COMMONLABELDAYSNUMBER,Hari %s
DAYNIGHTPANEL_FIRSTSTARTNIGHT,Sebentar lagi gelap.
CURRENTSCENESHOWNAME_ENTER,Masuk ke %s.
JOURNALRECORDPANEL_COMMONLABEL31TITLE,{NAME_AVATAR_31}
JOURNALRECORDPANEL_CONTROLPAGING_TITLEBUTTON20AVATAR,peran
JOURNALRECORDPANEL_CONTROLPAGING_TITLEBUTTON20BAG,barang
JOURNALRECORDPANEL_CONTROLPAGING_TITLEBUTTON20SCENE,tempat
JOURNALRECORDPANEL_CONTROLPAGING_TITLEBUTTON20TASK,Berjalan dari satu tempat
JOURNALRECORDPANEL_PLAY_CHESS_POINTS,Skor akhir untuk game: %s ke %s.
DOWNPANEL_CONTROLWRANGLEDIALOG_COMMONBUTTONWRANGLEDIALOGCONTINUE,Lanjutkan …
DOWNPANEL_WRANGLEDIALOGBUTTON_STRINGFLAG,:
UI_INPUT_ACTION_EVENT_TYPE_COMMONBUTTONITEM_TEXTUREBUTTON1_PRESSED_EVENT_IN_CD,Didinginkan.
AVATAR_CAN_NOT_MOVE,Tidak bisa bergerak.
AVATAR_HAD_EQUIP,Telah dikenakan: %s.
AVATAR_HAD_EQUIP2,Sudah dikenakan.
DOWNPANEL_CONTROLINTERACTION_COMMONTEXTUREBUTTONINTERACTION1,Interaktif
DOWNPANEL_CONTROLINTERACTION_COMMONTEXTUREBUTTONINTERACTION1_TALK,Berbicara
DOWNPANEL_CONTROLINTERACTION_COMMONTEXTUREBUTTONPLAYCHESS1,{PLAY_CHESS_NAME}
DOWNPANEL_CONTROLBAGUSE_COMMONBUTTON13BAGUSE,menggunakan
DOWNPANEL_CONTROLBAGUSE_COMMONBUTTON13DISCARD,Kau buang
DOWNPANEL_WRANGLEDIALOG_ASK_DISCARD,Apakah anda membuang %s?
DOWNPANEL_WRANGLEDIALOG_ASK_DISCARD_YES,Kau buang
DOWNPANEL_WRANGLEDIALOG_ASK_DISCARD_NO,simpan
DOWNPANEL_CONTROLBAGUSE_COMMONBUTTON13CHECK,memeriksa
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_1,Terbakar habis.
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_2,Aman.
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_3,Bersih.
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_4,Kosong.
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_5,Kosong.
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_6,Kosong.
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_7,"Kosong, kosong, kosong. "
DOWNPANEL_COMMONRICHTEXTLABELJOURNALRECORD_CLEAR_8,"Kosong, kosong, kosong. "
CHESSPANEL1_PLAYCHESS_START,{PLAY_CHESS_NAME} mulai
CHESSPANEL1_PLAYCHESS_SUCCESS,{PLAY_CHESS_NAME} sukses
CHESSPANEL1_PLAYCHESS_FAILURE,{PLAY_CHESS_NAME} gagal
CHESSPANEL1_COMMONBUTTONCONTINUE,Terus
CHESSPANEL1_MOUSECLICKCONTINUE,(tombol tetikus kiri klik di mana saja untuk melanjutkan)
CHESSPANEL1_POINTS,%s skor akhir untuk game: %s.
SLOGAN_NEW_DAY_1,Hari baru telah dimulai.
SLOGAN_NEW_DAY_2,Hari petualangan dimulai.
SLOGAN_NEW_DAY_3,Hari baru.
SLOGAN_NEW_DAY_4,Hari petualangan.
SLOGAN_NEW_DAY_5,Perjalanan panjang.
SLOGAN_NEW_DAY_6,Perjalanan panjang dan siap untuk pergi.
SLOGAN_NEW_DAY_7,Siap untuk pergi.
SLOGAN_NEW_DAY_8,Pergilah.
SLOGAN_AVATAR_DEAD_1,Malam menelan mereka yang tidak takut kegelapan.
SLOGAN_AVATAR_DEAD_2,"Hari sudah gelap, kau ditelan oleh malam. "
NAVIGATIONMANAGER_NOT_VALID_PATH_END_POSITION,Tujuan tidak valid.
NAVIGATIONMANAGER_END_OBSTRUCTIONS_NEARBY,"Berhenti mencari jalan otomatis, ada penghalang di dekatnya. "
GOODS_DESCRIPTION_1,"Dengan sepatu ini, anda dapat berjalan sendiri. "
GOODS_DESCRIPTION_2,"Lihat lebih jauh, terutama di daerah dengan cahaya yang buruk. "
GOODS_DESCRIPTION_3,Ini seharusnya on {JOB_LOBBYIST} {GOODS_NAME_3}.
GOODS_DESCRIPTION_4,Ini seharusnya on {JOB_LOBBYIST} {GOODS_NAME_4}.
GOODS_DESCRIPTION_5,Ini seharusnya on {JOB_LOBBYIST} {GOODS_NAME_5}.
GOODS_DESCRIPTION_6,Ini seharusnya on {JOB_LOBBYIST} {GOODS_NAME_6}.
GOODS_DESCRIPTION_7,Ini seharusnya on {JOB_LOBBYIST} {GOODS_NAME_7}.
GOODS_DESCRIPTION_8,Ini seharusnya on {JOB_LOBBYIST} {GOODS_NAME_8}.
GOODS_DESCRIPTION_9,Ini seharusnya menjadi {JOB_LOBBYIST} {GOODS_NAME_9}.
GOODS_DESCRIPTION_10,Ini seharusnya on {JOB_LOBBYIST} {GOODS_NAME_10}.
GOODS_DESCRIPTION_11,"Ransel membawa banyak barang, petualangan, peralatan yang diperlukan untuk mendaki. "
GOODS_DESCRIPTION_12,"Catatlah apa yang dilihat, didengar, dilihat dan dirasakan sepanjang perjalanan. Subhalaman yang merekam para anggota tim. Subhalaman, deskripsi tentang isi dalam ransel. Sampul, tempat yang terekam. Semuanya yang diajarkannya akan terekam. "
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_1,Sebuah sepatu berarti sepasang sepatu?
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_2,Kaki kiri dan kanan adalah sepatu?
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_3,Di mana anda menyimpan baterai?
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_4,Tak ada saklarnya.
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_5,Dimana tombolnya?
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_6,Sudah dipasang.
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_7,Dapat menemukan jalan.
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_8,Tidak akan tersesat kali ini.
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_9,Kemana kita akan pergi?
GOODSUSEFUNCTION_PUTONEQUIP_FOOT_10,Mari kita lihat di mana kita akan pergi.
GOODSUSEFUNCTION_PUTONEQUIP_TELESCOPE_1,Lihatlah lebih jauh.
GOODSUSEFUNCTION_PUTONEQUIP_TELESCOPE_2,Supaya terlihat lebih baik.
GOODSADDFUNCTION_TELESCOPE_1,"Keterampilan baru, peramal. "
GOODSADDFUNCTION_TELESCOPE_2,Tidak banyak peramal. 10 meter pasti ada.
GOODSREMOVEFUNCTION_TELESCOPE_1,Tak bisa melihat lebih jauh.
GOODSREMOVEFUNCTION_TELESCOPE_2,Memakai sesuatu yang kurang nyaman?
GOODSUSEFUNCTION_PUTONEQUIP_WIG_1,Sebuah cahaya yang hidup.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_2,Shen-woo.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_3,Yuzuki.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_4,Tegakkan kepalamu.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_5,Secara profesional.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_6,"Pria dengan rambut, kuda dengan pelana. "
GOODSUSEFUNCTION_PUTONEQUIP_WIG_7,Mungkin akan ada peningkatan kecerdasan.
GOODSUSEFUNCTION_PUTONEQUIP_WIG_8,Intelijen plus 1.
GOODSADDFUNCTION_WIG_1,Barang bagus.
GOODSADDFUNCTION_WIG_2,Akhirnya ditemukan.
GOODSADDFUNCTION_WIG_3,Lumayan.
GOODSADDFUNCTION_WIG_OTHER_1,Rambut palsu?
GOODSADDFUNCTION_WIG_OTHER_2,Dan wig seharusnya on me {JOB_LOBBYIST}.
GOODSADDFUNCTION_WIG_OTHER_3,Wig on {JOB_LOBBYIST}?
GOODSREMOVEFUNCTION_WIG_1,Intelijen-1.
GOODSREMOVEFUNCTION_WIG_2,Kepala dingin.
GOODSREMOVEFUNCTION_WIG_3,Rasanya tidak profesional lagi.
GOODSREMOVEFUNCTION_WIG_4,Mengalami penurunan kecerdasan.
GOODSREMOVEFUNCTION_WIG_5,Seperti rambut terbakar.
GOODSREMOVEFUNCTION_WIG_6,Tak perlu malu untuk membuang wig ini.
GOODSREMOVEFUNCTION_WIG_7,Dia profesional tanpa rambut palsu.
GOODSREMOVEFUNCTION_WIG_8,Mayor tak bisa mengandalkan wig.
GOODSADDFUNCTION_FOOT_1,Dia tahu harus bagaimana.
GOODSADDFUNCTION_FOOT_2,Apa sepatu ini sangat bagus? Bisa nav?
GOODSADDFUNCTION_FOOT_3,Apa kau perlu listrik untuk navigasi?
GOODSADDFUNCTION_FOOT_4,Apa itu petunjuk arah?
GOODSADDFUNCTION_FOOT_5,"Cara berjalan, hanya dengan memakai sepatu. "
GOODSREMOVEFUNCTION_FOOT_1,Bertelanjang kaki.
GOODSREMOVEFUNCTION_FOOT_2,Tidak ada navigasi lagi.
GOODSREMOVEFUNCTION_FOOT_3,"Sepatu dibuang, hilang begitu saja; Navigasi yang hilang. "
GOODS_IN_USE,Gunakan.
GOODS_UNUSED,Tidak digunakan.
GOODS_TELESCOPE_VISUALFIELDDISTANCE,Jarak pandang: %s.
GOODS_TELESCOPE_VISUALFIELDSHARPTYPE,Bentuk cakrawala: %s.
GOODS_TELESCOPE_VISUALFIELDSHARPTYPE_RHOMBUS,berlian
GOODS_TELESCOPE_VISUALFIELDSHARPTYPE_EGG,Humpty dumpty ini
CANNOT_WEAR_IT_LOBBYIST_WIG_1,Wig pribadi {JOB_LOBBYIST}.
CANNOT_WEAR_IT_LOBBYIST_WIG_2,Ini adalah wig digunakan untuk {JOB_LOBBYIST}.
BAG_IS_FULL,Ransel penuh dan tidak bisa membawa lebih banyak barang.
BAG_ADD,%s.
BAG_REMOVE,Jatuhkan: %s.
BAG_USE,Gunakan: %s.
TOP_BUTTON,Tombol atas
BOTTOM_BUTTON,Tombol bawah
CLEAR_BUTTON,Bersihkan tombol
AVATAR_DESCRIPTION_1,Aku ular yang kuat. Aku paling tua dari 3 bersaudara.
AVATAR_DESCRIPTION_2,"Aku teman kecil pihak ketiga. Aku akan menjadi seperti awan di langit, ceroboh berlari, hujan atau angin. Rumahnya bagus, aku juga suka keluyuran, ayo kita jalan-jalan! "
AVATAR_DESCRIPTION_3,Kelas lima sd merupakan tahap penting dalam kehidupan seorang siswa.
AVATAR_DESCRIPTION_4,"Sebagai pengacara, di pengadilan, saya sangat baik. Sebelumnya aku pemain sepak bola. Siapa yang melihat rambut palsuku? "
AVATAR_DESCRIPTION_8,"Aku seorang pengusaha, cukup adil adalah keyakinanku. "
AVATAR_DESCRIPTION_6,"Aku ular yang kuat, ular yang memakai baju besi. Aku urutan kedua dari tiga bersaudara. "
AVATAR_DESCRIPTION_7,"Aku ular, ular yang kuat, ular yang memakai baju besi dan lengan robot. Aku di urutan ketiga dari tiga bersaudara. "
AVATAR_DESCRIPTION_5,Kecepatan adalah prioritas utama. Muridku semuanya kuat. Aku sudah mencari tempat yang jauh.
AVATAR_DESCRIPTION_9,"Berbicaralah kepada saya jika anda mau. Anjingku sering berkeliaran, kau melihatnya? "
AVATAR_DESCRIPTION_10,"Kita bukan hama, hanya terapung. "
AVATAR_DESCRIPTION_11,Kami bukan kutu yang hidup.
AVATAR_DESCRIPTION_12,"Kita bukan hama, untuk idealnya. "
AVATAR_DESCRIPTION_13,"Kami bukan hama, kami ini pecinta alam. "
AVATAR_DESCRIPTION_14,Kita bukanlah hama.
AVATAR_DESCRIPTION_15,"Kami bukan hama, pembajakan adalah pengalaman. "
AVATAR_DESCRIPTION_16,"Kita tidak hama, tidak melihat masa depan, kita alami untuk bersenang-senang. "
AVATAR_DESCRIPTION_17,"Kita bukan hama, ""sir"", tapi ""sikap"". "
AVATAR_DESCRIPTION_18,"Lahir di keluarga kerajaan, tak pernah keluar untuk petualangan. Saya akan menjadi seperti bintang-bintang di langit. Kami saling menemani untuk perjalanan jauh."
AVATAR_DESCRIPTION_19,Seorang putri bukanlah profesi seseorang. Putri juga memiliki banyak teman baik.
AVATAR_DESCRIPTION_20,Operasi ini harus dilakukan secara rahasia.
AVATAR_DESCRIPTION_21,"Kami bukan hama, satu dari sejuta. "
AVATAR_DESCRIPTION_22,"Kita bukan hama, kita muda dan subur. "
AVATAR_DESCRIPTION_23,"Kami bukan kutu, fix-it, itu adalah hidup. "
AVATAR_DESCRIPTION_24,"Kami bukan kutu, untuk, eh, jenis kehidupan dan sikap. "
AVATAR_DESCRIPTION_25,{NAME_1} Aku menyambutmu.
AVATAR_DESCRIPTION_26,"Aku permaisuri, {NAME_1} selamat datang. "
AVATAR_DESCRIPTION_27,Aku putri agung dan tahta adalah milikku.
AVATAR_DESCRIPTION_28,Kau pasti lapar. Kau mau makan apa? Katakan padaku.
AVATAR_DESCRIPTION_29,"Melayani adalah keinginanku. Topiku bagus, aku takkan pakai wig itu. "
ADDAVATARFROMSCENE_ADD_TEAM_MEMBERS,Tim menambahkan anggota baru: %s.
ADDSAVEGAMEDATA_ARCHIVE_AVATARLIST_YOU_CANNOT_ADD_TEAM_MEMBERS_REPEATEDLY,Tak dapat mengulang tambahan anggota tim: %s.
ADDSAVEGAMEDATA_ARCHIVE_AVATARLIST_THE_TEAM_HAS_A_MAXIMUM_OF_AVATAR,Tim maksimal %s.
TIPS_STRING_AND_FLAG,", "
NO_JOURNALRECORDBOOK_CAN_NOT_VIEW,Tak bisa melihat catatan tanpa {NAME_AVATAR_31}
NO_JOURNALRECORDBOOK,Tidak ada {NAME_AVATAR_31}
NO_BAG_NO_MORE_ITEMS,Tidak bisa membawa lebih banyak barang tanpa {NAME_AVATAR_30}
NO_BAG,Tidak ada {NAME_AVATAR_30}
SCENE_CONTENT_1_HOME,{NAME_AVATAR_1} Ada kekuatan yang besar di rumah.
SCENE_CONTENT_3_HOME,{NAME_AVATAR_3} Rumah yang memiliki meja dan meja yang memiliki {NAME_AVATAR_31}
SCENE_CONTENT_4_HOME,{NAME_AVATAR_4} di ranjang rumah ada {NAME_AVATAR_30}
SCENE_CONTENT_3_HOME_COURTYARD,{NAME_AVATAR_3} di halaman rumah ada {NAME_AVATAR_2}
SCENE_CONTENT_CHORD_SQUARE,"Teman-teman kecil sering berkumpul di sini. \n tidak tahu kapan beberapa pohon mulai layu, dan ada banyak jejak roda yang terkelupas di tanah. "
SCENE_CONTENT_STAVE_AVENUE,The avenue ke depan yang tidak diketahui. Harusnya ada beberapa jalan disini.
SCENE_CONTENT_HALL_OF_MELODY,"{NAME_1} istana di sini, yang memiliki banyak ruang. "
SCENE_CONTENT_CLINKER_VALLEY,"Tempat pengasingan, mungkin menemukan seseorang yang ingin ditemukan di sini. "
SCENE_CONTENT_CRACKING_VOICE_RIDGE,"Daerah antah-berantah, berhutan lebat. "
SCENE_CONTENT_PLAY_CHESS,"Di mana pertandingan berlangsung, keberuntungan bersamamu. "
WRANGLEDIALOG_1_CONTENT,Pick up?
WRANGLEDIALOG_1_BUTTON_1,Pick up.
WRANGLEDIALOG_1_BUTTON_2,Bukan memungut.
WRANGLEDIALOG_2_CONTENT,Pick up?
WRANGLEDIALOG_2_BUTTON_1,Pick up.
WRANGLEDIALOG_2_BUTTON_2,Bukan memungut.
WRANGLEDIALOG_3_CONTENT,Buka pintunya?
WRANGLEDIALOG_3_BUTTON_1,Buka.
WRANGLEDIALOG_3_BUTTON_2,Tidak terbuka.
WRANGLEDIALOG_3_FUNCTION_1,Pintunya terbuka.
WRANGLEDIALOG_4_CONTENT,Pakai yang kau butuhkan sebelum kau pergi keluar {NAME_AVATAR_30}.
WRANGLEDIALOG_5_CONTENT,{NAME_AVATAR_31} Bisa mencatat banyak hal dan menyaksikan petualangan.
WRANGLEDIALOG_6_CONTENT,"Dunia berbahaya diluar sana, dan penuh dengan hal baru dan kesenangan pada saat yang sama. "
WRANGLEDIALOG_6_BUTTON_1,Aku ingin keluar dan melihatnya.
WRANGLEDIALOG_7_CONTENT,Nasihat sebelum anda pergi.
WRANGLEDIALOG_7_BUTTON_1,Aku mendengarkan.
WRANGLEDIALOG_8_CONTENT,Tantangan ada di mana-mana.
WRANGLEDIALOG_8_BUTTON_1,Aku siap untuk itu.
WRANGLEDIALOG_9_CONTENT,Aku merasa bisa lebih kuat.
WRANGLEDIALOG_9_BUTTON_1,Kau sudah sangat kuat.
WRANGLEDIALOG_9_BUTTON_2,Bisa lebih kuat?
WRANGLEDIALOG_10_CONTENT,Aku selalu merasa ada kekuatan besar menungguku.
WRANGLEDIALOG_10_BUTTON_1,Sudiklah.
WRANGLEDIALOG_10_BUTTON_2,Kekuatan besar membuat orang menunggu.
WRANGLEDIALOG_11_CONTENT,Kekuatan ini membuatku merasa tua.
WRANGLEDIALOG_11_BUTTON_1,Apakah sudah lama?
WRANGLEDIALOG_11_BUTTON_2,Kau akan menemukannya.
WRANGLEDIALOG_12_CONTENT,Apakah kita pergi pada petualangan bersama?
WRANGLEDIALOG_12_BUTTON_1,Bergabunglah dengan tim kami!
WRANGLEDIALOG_12_BUTTON_2,Tunggu sebentar.
GOODS_DESCRIPTION_13,"Ulang tahunku akan datang, pesta ulang tahunku. Kemarilah. Ia sudah lama tidak melihatmu, dan ia sangat rindu kepadamu. \n {NAME_AVATAR_19}, teman sekelas anda {NAME_AVATAR_19}."
WRANGLEDIALOG_13_CONTENT,{PLAY_CHESS_NAME} sukses membuka pintu. \n tapi itu hanya sekedar mengajar. Kegagalan masih bisa datang dan membuka pintu lagi.
WRANGLEDIALOG_13_1_CONTENT,Semua hal yang telah dilayangkan dapat langsung dimainkan. \n {PLAY_CHESS_NAME} adalah tim yang terkadang mendapat hasil yang berbeda dengan pemain yang berada di depan.
WRANGLEDIALOG_13_BUTTON_1,Ayo kita lakukan.
WRANGLEDIALOG_14_CONTENT,Aku selalu ingin menemukan mereka.
WRANGLEDIALOG_15_CONTENT,Tidak begitu jauh.
WRANGLEDIALOG_16_CONTENT,Apa aku akan menemukan mereka?
WRANGLEDIALOG_17_CONTENT,Tapi kita masih butuh nama.
WRANGLEDIALOG_18_CONTENT,Menunggu lagi?
WRANGLEDIALOG_18_BUTTON_1,Bagaimana dengan kegagalan?
WRANGLEDIALOG_19_CONTENT,"Yakinlah, jangan sampai gagal."
WRANGLEDIALOG_19_BUTTON_1,"Baiklah, mari kita lakukan."
WRANGLEDIALOG_20_CONTENT,Kau datang padaku?
WRANGLEDIALOG_20_BUTTON_1,Ya.
WRANGLEDIALOG_20_1_CONTENT,Ayo pergi.
WRANGLEDIALOG_20_2_CONTENT,"Oh, benar."
WRANGLEDIALOG_20_3_CONTENT,Apa kau ingat …
WRANGLEDIALOG_20_3_BUTTON,Aku terkesan.
WRANGLEDIALOG_20_4_CONTENT,Dia teman sekolahku dulu.
WRANGLEDIALOG_20_5_CONTENT,Belum melihatnya dalam waktu yang lama.
WRANGLEDIALOG_20_6_CONTENT,Aku sadar sebentar lagi hari ulang tahunnya.
WRANGLEDIALOG_20_6_BUTTON,Apa dia pacarmu?
WRANGLEDIALOG_20_7_CONTENT,"Sebenarnya, kami hanya teman sekelas."
WRANGLEDIALOG_20_8_CONTENT,Persahabatan antar teman sekelas.
WRANGLEDIALOG_20_8_BUTTON,Itu pertanyaan yang sangat sederhana.
WRANGLEDIALOG_20_9_CONTENT,Ayo kita temui dia.
WRANGLEDIALOG_20_9_BUTTON,Buenas tardes.
WRANGLEDIALOG_21_CONTENT,Namun kita masih perlu memainkan nama sebelum pergi juga kesempatan untuk belajar.
WRANGLEDIALOG_21_BUTTON_1,"Baiklah, mari kita lakukan."
WRANGLEDIALOG_22_CONTENT,Ada yang bisa kubantu?
WRANGLEDIALOG_22_BUTTON_1,Apakah kamu sibuk?
WRANGLEDIALOG_23_CONTENT,Saya ingin menguji tekad anda sebelum berangkat.
WRANGLEDIALOG_23_BUTTON_1,"Baiklah, mari kita lakukan."
WRANGLEDIALOG_24_CONTENT,Kemana kita akan pergi?
WRANGLEDIALOG_24_BUTTON_1,Berpetualang.
WRANGLEDIALOG_24_1_CONTENT,"Pergi keluar sana dan memiliki petualangan, membawaku ah."
WRANGLEDIALOG_24_1_BUTTON_1,Berjalan bersama.
